date,Season,Round,Home,Away,res,pH,pD,pA,delta,oH,oD,oA,cH,cD,cA,pick,best_ev,pl,clv,clv_excess,vig_bar
2024-03-31,2024,3,Shandong Taishan,Shanghai Shenhua,2,0.37455200753294104,0.4469856369167008,0.17846235555035822,0.8657329192695971,2.47,3.5,2.59,2.61,3.11,2.9,draw,0.5644497292084527,-1.0,0.04100623588034702,0.04218879927111336,0.02034653403740771
2024-03-31,2024,3,Meizhou Hakka,Zhejiang Professional,2,0.22114168203922113,0.25272386550547377,0.5261344524553051,0.8657329192695971,3.27,3.31,2.13,3.17,3.58,2.19,away,0.12066638372979988,1.13,-0.0014577355724841867,0.0008670883489408014,0.033731064965101275
2024-04-04,2024,4,Wuhan Three Towns,Cangzhou,2,0.6160016310978241,0.25092537693257433,0.1330729919696016,0.8468460655953765,1.42,4.77,5.74,1.82,3.46,4.13,draw,0.19691404796837952,-1.0,0.07478830878698889,0.07597087217775522,0.01697151812418132
2024-04-05,2024,4,Qingdao Hainiu,Shandong Taishan,2,0.12788406195746127,0.31284069885367033,0.5592752391888685,0.8437786270338948,5.89,4.01,1.5,4.66,3.99,1.69,draw,0.254491202403218,-1.0,0.00745980755004122,0.008642370940807559,0.019710516683914707
2024-04-05,2024,4,Nantong Zhiyun,Meizhou Hakka,0,0.42042498195891537,0.3398576360309982,0.2397173820100863,0.8437786270338948,2.3,3.35,2.91,1.85,3.43,4.55,draw,0.138523080703844,-1.0,-1.3499957346396751e-05,0.0011690634334199416,0.02132443409029027
2024-04-05,2024,4,Beijing Guoan,Shanghai Port,1,0.29408588054437845,0.328831875464712,0.3770822439909096,0.8437786270338948,3.04,3.29,2.23,3.1,3.21,2.41,draw,0.08185687027890243,2.29,0.015871517780393696,0.017054081171160033,0.02286087332692052
2024-04-05,2024,4,Changchun Yatai,Shanghai Shenhua,2,0.18356253143885748,0.3362672714565023,0.4801701971046402,0.8437786270338948,3.84,3.49,2.03,6.29,3.71,1.6,draw,0.1735727773831932,-1.0,-0.019781233084134264,-0.018598669693367927,0.01090400657288749
2024-04-05,2024,4,Henan Songshan Longmen,Shenzhen Xinpengcheng,2,0.42902274976346777,0.2891000886294684,0.28187716160706383,0.8437786270338948,2.14,3.25,3.28,1.72,3.48,5.41,draw,-0.06042471195422772,-1.0,-0.012198204245513655,-0.011015640854747316,0.02275510656541909
2024-04-06,2024,4,Tianjin Jinmen Tiger,Chengdu Rongcheng,2,0.21755115668238806,0.4051838282379079,0.3772650150797041,0.8346236343764767,2.66,2.98,2.74,2.93,3.04,2.63,draw,0.20744780814896546,-1.0,0.0014111201228010906,0.002593683513567429,0.0238392761492762
2024-04-06,2024,4,Zhejiang Professional,Qingdao West Coast,2,0.7883048995685978,0.143559325731587,0.06813577469981519,0.8346236343764767,1.43,4.25,6.21,1.6,4.17,5.31,home,0.1272760063830949,-1.0,-0.04479840223100462,-0.04830578954319594,0.0610344714861491
2024-04-09,2024,5,Shandong Taishan,Henan Songshan Longmen,1,0.6493083270326363,0.2707339181815315,0.07995775478583232,0.8309786897821825,1.38,4.44,6.84,1.54,4.59,5.31,draw,0.2020585967259998,3.4400000000000004,0.0009155967809322263,0.0020981601716985646,0.019739331808297317
2024-04-09,2024,5,Shanghai Shenhua,Wuhan Three Towns,0,0.4019498792810318,0.3978249654881714,0.20022515523079676,0.8309786897821825,1.81,3.54,4.07,1.42,4.62,7.37,draw,0.4083003778281269,-1.0,-0.056496481492174094,-0.055313918101407754,0.021087602346363157
2024-04-09,2024,5,Nantong Zhiyun,Shanghai Port,2,0.11247481951037373,0.28055436146474855,0.6069708190248777,0.8309786897821825,6.19,3.99,1.48,6.3,4.94,1.44,draw,0.11941190224434672,-1.0,-0.0386201720930433,-0.03743760870227696,0.020240166486454644
2024-04-09,2024,5,Beijing Guoan,Shenzhen Xinpengcheng,2,0.48986593823872404,0.2838347175745979,0.2262993441866782,0.8309786897821825,1.43,4.34,6.27,1.75,3.58,4.89,away,0.4188968880504722,5.27,0.047363104757870145,0.04968792867929513,0.013062081332469232
2024-04-10,2024,5,Meizhou Hakka,Qingdao Hainiu,1,0.37363952924002997,0.3153377875593826,0.3110226832005874,0.8375994205109102,2.16,3.48,3.06,3.3,3.1,2.36,draw,0.09737550070665146,2.48,0.040630050872565715,0.041812614263332055,0.020573409894878186
2024-04-10,2024,5,Chengdu Rongcheng,Zhejiang Professional,0,0.4708503997118912,0.30646186897826827,0.2226877313098404,0.8375994205109102,1.84,3.43,4.08,1.71,3.95,4.59,draw,0.05116421059546017,-1.0,-0.030139941504507745,-0.028957378113741408,0.02162630323618007
2024-04-10,2024,5,Qingdao West Coast,Tianjin Jinmen Tiger,2,0.22825298323809484,0.2978108747189904,0.47393614204291473,0.8375994205109102,2.9,3.27,2.33,3.65,3.48,2.06,away,0.10427121095999126,1.33,0.06629086683431518,0.06861569075574016,0.03172613726188605
2024-04-10,2024,5,Cangzhou,Changchun Yatai,0,0.44553095133250054,0.2725810823341792,0.2818879663333202,0.8375994205109102,2.07,3.46,3.28,2.05,3.52,3.65,draw,-0.056869455123739976,-1.0,0.003274332581520656,0.004456895972286995,0.020660068880908943
2024-04-13,2024,6,Shanghai Shenhua,Beijing Guoan,1,0.39516431629133636,0.40528421520967317,0.19955146849899064,0.8334755846960133,2.18,3.1,3.38,1.5,4.1,6.84,draw,0.2563810671499869,2.1,-0.06867451275121397,-0.06749194936044764,0.023105754491328862
2024-04-13,2024,6,Henan Songshan Longmen,Nantong Zhiyun,1,0.38182283565349057,0.3929585445637586,0.22521861978275082,0.8334755846960133,1.88,3.4,3.87,1.99,3.18,4.28,draw,0.3360590515167792,2.4,0.028094783493725795,0.02927734688449213,0.022899109542421324
2024-04-14,2024,6,Tianjin Jinmen Tiger,Meizhou Hakka,1,0.5312865034860152,0.304439415634632,0.1642740808793528,0.8557940969195277,1.78,3.59,4.07,1.41,4.52,8.0,draw,0.09293750212832896,2.59,-0.04686742770182947,-0.04568486431106313,0.022070106279074277
2024-04-14,2024,6,Shenzhen Xinpengcheng,Wuhan Three Towns,1,0.41071800794947017,0.2888418889970042,0.30044010305352575,0.8557940969195277,2.18,3.33,3.12,2.31,3.1,3.4,draw,-0.038156509639975966,2.33,0.029159893379418322,0.03034245677018466,0.022123077655457228
2024-04-14,2024,6,Qingdao Hainiu,Zhejiang Professional,0,0.21282927121439127,0.2934037299639312,0.49376699882167757,0.8557940969195277,3.55,3.08,2.1,2.42,3.39,2.93,away,0.036910697525522895,-1.0,-0.11467818898599635,-0.11235336506457137,0.03631438494857247
2024-04-14,2024,6,Shanghai Port,Shandong Taishan,0,0.3913591753450984,0.35003614960470253,0.25860467505019913,0.8557940969195277,1.51,4.05,5.46,1.56,4.64,4.96,draw,0.4176464058990452,-1.0,-0.02237353815481527,-0.021190974764048933,0.020867535353553828
2024-04-14,2024,6,Changchun Yatai,Chengdu Rongcheng,2,0.15699944377917335,0.27300374312440107,0.5699968130964256,0.8557940969195277,3.89,3.54,1.83,5.08,4.09,1.63,away,0.04309416796645893,0.8300000000000001,0.07842504759089497,0.08074987151231995,0.043274615247533885
2024-04-14,2024,6,Cangzhou,Qingdao West Coast,0,0.5958036509834653,0.2205492466684671,0.18364710234806753,0.8557940969195277,1.69,3.59,4.68,1.96,3.52,3.88,home,0.00690817016205636,0.69,-0.060919846699216185,-0.06442723401140751,0.04582368488468727
2024-04-19,2024,7,Zhejiang Professional,Tianjin Jinmen Tiger,0,0.47167602807945536,0.31755154694038973,0.21077242498015503,0.8646072104626061,2.24,3.5,2.89,2.07,3.54,3.5,draw,0.11143041429136402,-1.0,0.003702687461233256,0.004885250851999595,0.020713426066168352
2024-04-20,2024,7,Nantong Zhiyun,Shanghai Shenhua,2,0.12453900299256955,0.43322004026461064,0.44224095674281977,0.8621121677508397,7.32,4.51,1.35,8.55,4.25,1.42,draw,0.9538223815933939,-1.0,0.02097489513966977,0.022157458530436106,0.019988911013237336
2024-04-20,2024,7,Shandong Taishan,Cangzhou,0,0.699559175165739,0.2211532826954613,0.07928754213879978,0.8621121677508397,1.47,4.29,5.59,1.43,5.09,6.16,home,0.02835198749363621,0.47,0.038091334902835894,0.03458394759064457,0.05746242586977059
2024-04-20,2024,7,Chengdu Rongcheng,Shenzhen Xinpengcheng,0,0.5286281591870129,0.283950440391612,0.18742140042137514,0.8621121677508397,1.4,4.72,6.15,1.46,4.43,6.89,draw,0.3402460786484085,-1.0,0.019208930762491916,0.020391494153258253,0.0172705451876527
2024-04-20,2024,7,Wuhan Three Towns,Changchun Yatai,1,0.6148101904386098,0.241789995177276,0.14339981438411414,0.8621121677508397,1.81,4.01,3.59,1.64,3.89,5.29,home,0.1128064446938839,-1.0,0.06613120079478729,0.06262381348259596,0.041121057960642526
2024-04-21,2024,7,Beijing Guoan,Qingdao West Coast,0,0.7453914206396424,0.16668483409400678,0.08792374526635098,0.870282919967293,1.41,4.32,6.49,1.36,5.48,7.22,home,0.051001903101895785,0.4099999999999999,0.04829982064055183,0.044792433328360505,0.06140302362465172
2024-04-21,2024,7,Henan Songshan Longmen,Qingdao Hainiu,0,0.4046835870693529,0.3512844132809951,0.24403199964965216,0.870282919967293,1.98,3.7,3.29,1.95,3.27,4.29,draw,0.29975232913968175,-1.0,0.04034958708703751,0.04153215047780385,0.01985125223327366
2024-04-26,2024,8,Shenzhen Xinpengcheng,Qingdao Hainiu,2,0.5235459269030261,0.2682350062153914,0.20821906688158237,0.862214940888968,2.05,3.14,3.63,2.24,3.02,3.68,home,0.0732691501512035,-1.0,-0.025480701632794533,-0.028988088944985856,0.03686784908534778
2024-04-26,2024,8,Changchun Yatai,Meizhou Hakka,2,0.499135070386156,0.2779181729412282,0.22294675667261582,0.862214940888968,1.91,3.31,3.88,1.85,3.19,5.03,home,-0.04665201556244203,-1.0,0.030164542184538012,0.02665715487234669,0.040306710927336745
2024-04-26,2024,8,Wuhan Three Towns,Tianjin Jinmen Tiger,0,0.45975875655621196,0.3467163090332425,0.19352493441054558,0.862214940888968,2.34,3.51,2.75,1.98,3.53,3.79,draw,0.21697424470668114,-1.0,0.004430039760174531,0.00561260315094087,0.020095277678330185
2024-04-26,2024,8,Chengdu Rongcheng,Shandong Taishan,2,0.3619940597593474,0.3717410710281199,0.26626486921253284,0.862214940888968,2.22,3.38,3.02,1.84,4.04,3.8,draw,0.25648482007504514,-1.0,-0.0397875591253081,-0.03860499573454176,0.021263057056062018
2024-04-26,2024,8,Zhejiang Professional,Beijing Guoan,2,0.35136479536667503,0.31937681228109416,0.3292583923522309,0.862214940888968,2.82,3.26,2.39,3.22,3.77,2.11,draw,0.04116840803636679,-1.0,-0.03140487534604863,-0.030222311955282296,0.022661197454242717
2024-04-26,2024,8,Qingdao West Coast,Nantong Zhiyun,2,0.38115749279089695,0.3176666308235499,0.30117587638555315,0.862214940888968,2.35,3.07,3.08,2.45,3.26,2.99,draw,-0.024763443371701888,-1.0,-0.010422982915916645,-0.009240419525150307,0.02299031387383508
2024-04-26,2024,8,Cangzhou,Henan Songshan Longmen,2,0.3758042714257466,0.32640346738183,0.2977922611924234,0.862214940888968,2.78,3.2,2.45,3.95,3.74,1.88,home,0.04473587456357553,-1.0,-0.09240538209522042,-0.09591276940741175,0.026761111177308634
2024-04-27,2024,8,Shanghai Port,Shanghai Shenhua,1,0.44978469708779484,0.3422266368851168,0.2079886660270884,0.8247686131660332,2.05,3.55,3.69,1.85,3.84,3.96,draw,0.21490456094216448,2.55,-0.02353032324777024,-0.022347759857003904,0.01096380188688999
2024-04-30,2024,9,Meizhou Hakka,Qingdao West Coast,1,0.5365971511669554,0.24665055940897465,0.21675228942406988,0.836765037786871,2.18,3.18,3.3,1.95,3.35,3.72,home,0.16978178954396284,-1.0,0.04853808160708639,0.04503069429489507,0.03248369108096978
2024-04-30,2024,9,Zhejiang Professional,Henan Songshan Longmen,0,0.59837013621246,0.2504642065917847,0.15116565719575525,0.836765037786871,1.78,3.79,3.92,1.6,4.45,4.89,home,0.06509884245817887,0.78,0.07303532432685833,0.069527937014667,0.041976615394098915
2024-04-30,2024,9,Tianjin Jinmen Tiger,Beijing Guoan,2,0.2622201390646938,0.3717764450099325,0.36600341592537367,0.836765037786871,2.72,3.16,2.55,3.75,3.63,1.96,draw,0.17481356623138677,-1.0,-0.03225555484929382,-0.031072991458527485,0.022422833706134952
2024-04-30,2024,9,Shandong Taishan,Nantong Zhiyun,0,0.6353574264402123,0.29411325913372505,0.07052931442606272,0.836765037786871,1.32,5.06,7.6,1.26,5.74,10.93,draw,0.4882130912166487,-1.0,-0.01739285795736273,-0.01621029456659639,0.015781273939082886
2024-05-01,2024,9,Shanghai Shenhua,Cangzhou,0,0.6409473191460971,0.2680010815513988,0.091051599302504,0.8408086634925301,1.3,5.16,8.05,1.09,10.25,21.76,draw,0.38288558080521784,-1.0,-0.086289572986928,-0.08510700959616167,0.015552465043923573
2024-05-01,2024,9,Chengdu Rongcheng,Wuhan Three Towns,1,0.5004228221970278,0.3238463540294062,0.17573082377356586,0.8408086634925301,1.62,3.95,4.67,1.49,4.18,6.76,draw,0.2791930984161546,2.95,-0.007366989873244828,-0.006184426482478489,0.019743084556137158
2024-05-01,2024,9,Changchun Yatai,Shenzhen Xinpengcheng,1,0.3917025033766798,0.26911354459601955,0.33918395202730073,0.8408086634925301,2.18,3.3,3.17,2.42,3.41,2.92,away,0.07521312792654333,-1.0,0.03363766803092477,0.03596249195234976,0.022608877084818846
2024-05-01,2024,9,Qingdao Hainiu,Shanghai Port,2,0.10735768478813494,0.22388208037956833,0.6687602348322969,0.8408086634925301,7.59,4.84,1.33,9.27,5.62,1.3,draw,0.08358926903711072,-1.0,-0.020856535782081964,-0.019673972391315627,0.017102019396101138
2024-05-04,2024,10,Henan Songshan Longmen,Tianjin Jinmen Tiger,2,0.31778111597077585,0.3586834739474668,0.32353541008175746,0.8662672691141658,2.1,3.28,3.36,2.02,3.51,3.69,draw,0.17648179454769108,-1.0,-0.011550264802234977,-0.010367701411468639,0.022240094540918482
2024-05-04,2024,10,Qingdao West Coast,Shandong Taishan,1,0.06669851295585637,0.178331800101889,0.7549696869422546,0.8662672691141658,5.64,4.37,1.47,6.41,5.21,1.41,away,0.10980543980511426,-1.0,0.044704640520924155,0.04702946444234914,0.05410694745487079
2024-05-05,2024,10,Beijing Guoan,Chengdu Rongcheng,0,0.2829281241512677,0.3822499425270338,0.33482193332169846,0.8746427503647105,2.31,3.29,2.95,2.34,3.23,3.2,draw,0.25760231091394137,-1.0,0.012483841862647116,0.013666405253413455,0.021425320824078053
2024-05-05,2024,10,Meizhou Hakka,Cangzhou,1,0.40948722792105136,0.3024685631874523,0.28804420889149646,0.8746427503647105,2.38,3.23,2.9,2.08,3.54,3.47,draw,-0.023026540904529047,2.23,-0.019440899328650174,-0.018258335937883837,0.021490795998695907
2024-05-05,2024,10,Wuhan Three Towns,Qingdao Hainiu,0,0.6024284349591223,0.27141458123269147,0.1261569838081862,0.8746427503647105,1.78,3.68,4.06,1.67,3.68,5.38,home,0.07232261422723774,0.78,0.04656582324682079,0.04305843593462947,0.041538681843044094
2024-05-05,2024,10,Nantong Zhiyun,Changchun Yatai,2,0.3301963601879905,0.3863322414234585,0.283471398388551,0.8746427503647105,2.19,3.26,3.19,2.74,3.07,2.79,draw,0.2594431070404746,-1.0,0.02562478629488718,0.026807349685653518,0.021891035646330863
2024-05-05,2024,10,Shenzhen Xinpengcheng,Shanghai Port,2,0.11471784197784562,0.18533960102542674,0.6999425569967277,0.8746427503647105,7.64,4.89,1.33,7.83,5.58,1.33,away,-0.06907639919435216,0.33000000000000007,0.01859027746358166,0.02091510138500665,0.06034900484095321
2024-05-05,2024,10,Shanghai Shenhua,Zhejiang Professional,0,0.4698595281943931,0.3299652411877318,0.20017523061787523,0.8746427503647105,1.47,4.33,5.7,1.64,3.83,4.62,draw,0.4287494943428787,-1.0,0.027602769015572737,0.028785332406339074,0.018417300808292084
2024-05-10,2024,11,Chengdu Rongcheng,Henan Songshan Longmen,0,0.6672219740801919,0.24408026888307938,0.08869775703672883,0.873544287440847,1.45,4.4,5.85,1.46,4.58,6.43,draw,0.07395318308554932,-1.0,-0.0026992059747015518,-0.0015166425839352135,0.01835702011183819
2024-05-10,2024,11,Shanghai Port,Changchun Yatai,0,0.8458020910698807,0.11177838210539262,0.04241952682472673,0.873544287440847,1.19,6.21,10.65,1.13,8.46,15.59,home,0.0065044883731579795,0.18999999999999995,0.06190590649226413,0.05839851918007281,0.07309046479523201
2024-05-10,2024,11,Qingdao Hainiu,Nantong Zhiyun,1,0.3616843894858422,0.4065279896840817,0.2317876208300762,0.873544287440847,2.41,3.14,2.91,2.26,2.99,3.33,draw,0.27649788760801663,2.14,0.014783511034312136,0.015966074425078473,0.02278327076088596
2024-05-11,2024,11,Tianjin Jinmen Tiger,Shanghai Shenhua,1,0.2090460240643422,0.4068094772504599,0.3841444986851978,0.8876318371755568,4.95,3.65,1.64,5.16,4.0,1.64,draw,0.4848545919641787,2.65,-0.01504320362468764,-0.013860640233921301,0.021637461387908383
2024-05-11,2024,11,Wuhan Three Towns,Shandong Taishan,2,0.26101773538466266,0.3725542209726716,0.3664280436426658,0.8876318371755568,3.32,3.43,2.06,3.67,3.18,2.16,draw,0.27786097793626374,-1.0,0.029113926310929794,0.03029648970169613,0.021141988568130963
2024-05-11,2024,11,Beijing Guoan,Meizhou Hakka,0,0.6401407428806691,0.25550764852536245,0.10435160859396844,0.8876318371755568,1.33,4.76,8.03,1.26,5.37,12.45,draw,0.2162164069807253,-1.0,-0.01771188858606343,-0.016529325195297092,0.01672493089498646
2024-05-12,2024,11,Cangzhou,Zhejiang Professional,2,0.2168924313789047,0.2532038743595293,0.529903694261566,0.8881469728880471,3.33,3.59,2.0,4.24,4.36,1.69,away,0.059807388523132055,1.0,0.09639218050487391,0.0987170044262989,0.03654432887376094
2024-05-12,2024,11,Shenzhen Xinpengcheng,Qingdao West Coast,2,0.57532974699373,0.23925022675834326,0.18542002624792686,0.8881469728880471,1.71,3.71,4.36,2.19,3.44,3.31,home,-0.016186132640721773,-1.0,-0.10451905517996113,-0.10802644249215246,0.04516435881136676
2024-05-15,2024,12,Shanghai Shenhua,Qingdao Hainiu,0,0.6419142410210112,0.2749036182630385,0.08318214071595029,0.8784107584399611,1.29,5.25,7.97,1.2,6.94,12.42,draw,0.4432439958809522,-1.0,-0.038365505988106924,-0.03718294259734058,0.015910046253208715
2024-05-16,2024,12,Shandong Taishan,Shenzhen Xinpengcheng,0,0.7939731321676768,0.1569855390807761,0.04904132875154714,0.8765179288888747,1.37,5.25,7.87,1.34,5.33,8.01,home,0.08774319106971729,0.3700000000000001,0.008022662675771342,0.004515275363580019,0.033078027927720216
2024-05-17,2024,12,Changchun Yatai,Beijing Guoan,0,0.21886327824344468,0.3036372981724333,0.47749942358412206,0.8706711757160749,3.65,3.46,1.94,3.88,3.73,1.9,draw,0.050585051676619086,-1.0,-0.01318265637593824,-0.012000092985171901,0.021025031484933815
2024-05-17,2024,12,Zhejiang Professional,Nantong Zhiyun,0,0.6230451555513735,0.26347116342393734,0.11348368102468914,0.8706711757160749,1.55,4.17,5.05,1.41,4.98,6.82,draw,0.09867475147781879,-1.0,-0.03139423424778351,-0.030211670857017172,0.01837645005849941
2024-05-17,2024,12,Cangzhou,Tianjin Jinmen Tiger,2,0.26345555950631655,0.34241899197247677,0.39412544852120673,0.8706711757160749,2.91,3.39,2.28,4.21,3.99,1.77,draw,0.1608003827866964,-1.0,-0.035855264256366204,-0.03467270086559986,0.02114698321396848
2024-05-17,2024,12,Meizhou Hakka,Chengdu Rongcheng,2,0.1333556938834198,0.2880003681572122,0.578643937959368,0.8706711757160749,5.56,4.11,1.51,4.71,3.79,1.73,draw,0.18368151312614223,-1.0,0.026124607559875612,0.02730717095064195,0.019147179576359148
2024-05-17,2024,12,Henan Songshan Longmen,Wuhan Three Towns,2,0.251249145002122,0.32091112917879144,0.4278397258190865,0.8706711757160749,2.05,3.42,3.35,2.13,3.41,3.48,away,0.43326308149394,2.35,-0.003078409474158883,-0.0007535855527338949,0.021781130070277783
2024-05-18,2024,12,Qingdao West Coast,Shanghai Port,2,0.046878613963184344,0.11418825123258894,0.8389331348042268,0.8553799744208879,11.63,6.95,1.17,13.74,9.38,1.14,away,-0.018448232279054677,0.16999999999999993,0.042161984256701035,0.044486808178126024,0.06664601060367341
2024-05-21,2024,13,Tianjin Jinmen Tiger,Shandong Taishan,1,0.2074793879145355,0.3816678720403832,0.4108527400450814,0.8555812071773973,3.38,3.56,1.99,3.07,3.4,2.18,draw,0.35873762446376434,2.56,0.01242558284331069,0.013608146234077028,0.020631264557755935
2024-05-21,2024,13,Henan Songshan Longmen,Shanghai Shenhua,2,0.16803071381767845,0.3482733376930087,0.4836959484893128,0.8555812071773973,4.4,3.82,1.68,7.11,4.34,1.46,draw,0.33040414998729317,-1.0,-0.02323258420874677,-0.022050020817980433,0.020350338825754277
2024-05-21,2024,13,Nantong Zhiyun,Cangzhou,1,0.3843809424752772,0.3642012424711643,0.25141781505355854,0.8555812071773973,1.82,3.66,3.88,1.85,3.81,4.03,draw,0.3329765474444615,2.66,-0.0031939640954521953,-0.002011400704685857,0.020334015209493916
2024-05-21,2024,13,Meizhou Hakka,Shenzhen Xinpengcheng,1,0.44425059704499603,0.29203016359250117,0.2637192393625027,0.8555812071773973,2.14,3.48,3.09,2.51,3.29,2.88,draw,0.01626496930190413,2.48,0.023095939694381784,0.02427850308514812,0.020858921282920426
2024-05-21,2024,13,Qingdao Hainiu,Beijing Guoan,1,0.20877786272392673,0.3267127674176775,0.46450936985839575,0.8555812071773973,3.52,3.38,2.01,4.19,3.69,1.84,draw,0.10428915387175008,2.38,-0.01726083624616076,-0.016078272855394423,0.021269955596385396
2024-05-21,2024,13,Zhejiang Professional,Wuhan Three Towns,0,0.41347794680609623,0.29263756554603015,0.2938844876478738,0.8555812071773973,1.85,3.75,3.67,1.6,4.52,4.76,draw,0.097390870797613,-1.0,-0.037542699225535714,-0.03636013583476937,0.019681454130971218
