date,Season,Round,Home,Away,res,pH,pD,pA,delta,oH,oD,oA,cH,cD,cA,pH_adj,pD_adj,pA_adj,pick,best_ev,pl,clv,clv_excess,vig_bar
2024-03-01,2024,1,Shanghai Port,Wuhan Three Towns,0,0.5516690499301146,0.2677766826813071,0.18055426738857835,0.8502741134921933,1.78,3.92,3.84,1.64,4.1,5.12,0.574710996056076,0.2371934004907122,0.18809560345321183,home,0.022985572979815405,0.78,0.05981088288101066,0.05630349556881934,0.0403188990869113
2024-03-01,2024,1,Shandong Taishan,Changchun Yatai,0,0.7478704101134536,0.18617546136249538,0.06595412852405104,0.8502741134921933,1.26,5.53,8.7,1.4,5.16,6.87,0.7693152939554824,0.16283936935662713,0.06784533668789047,home,-0.030662729616092177,0.26,-0.050585159402670166,-0.05409254671486149,0.06514659624555329
2024-03-02,2024,1,Cangzhou,Beijing Guoan,2,0.21233564592995502,0.3135279421752423,0.4741364118948027,0.8571321738358311,4.87,3.85,1.62,5.11,4.12,1.64,0.22229282058879957,0.28133682255309306,0.49637035685810754,draw,0.08314676682940836,-1.0,-0.0084110076726783,-0.007228444281911961,0.019765080353535698
2024-03-02,2024,1,Tianjin Jinmen Tiger,Nantong Zhiyun,1,0.3954851731161756,0.43442748856082325,0.1700873383230011,0.8571321738358311,1.69,3.58,4.73,1.6,3.79,6.3,0.42165552290734964,0.3970019882822374,0.18134248881041298,draw,0.42126711805040973,2.58,-0.006182480277919178,-0.004999916887152839,0.02127935923957434
2024-03-02,2024,1,Chengdu Rongcheng,Qingdao Hainiu,0,0.669745912464431,0.2453834125520924,0.08487067498347654,0.8571321738358311,1.38,4.56,6.75,1.58,4.13,5.71,0.6940784962808076,0.21796738653150888,0.08795411718768346,draw,-0.006068717416319647,-1.0,0.029755510230231458,0.030938073620997795,0.018491136848368273
2024-03-03,2024,1,Meizhou Hakka,Shanghai Shenhua,2,0.1922939277182654,0.3711671613639202,0.43653891091781444,0.8688601134577106,3.39,3.21,2.13,4.31,3.57,1.87,0.2021327004115946,0.3389927529733132,0.4588745466150923,draw,0.08816673704433531,-1.0,-0.021958126010927836,-0.0207755626201615,0.022002464016954666
2024-03-08,2024,2,Qingdao Hainiu,Changchun Yatai,2,0.43305555661854395,0.28609423596205963,0.28085020741939654,0.8584371376874,2.23,3.57,3.29,2.34,3.44,3.07,0.4513347582746327,0.25596039464574,0.29270484707962735,home,0.006476510952430958,-1.0,-0.024892436501043502,-0.028399823813234824,0.014112682075861865
2024-03-08,2024,2,Shanghai Shenhua,Qingdao West Coast,0,0.2618253467438011,0.5060650980389804,0.2321095552172185,0.8584371376874,1.23,5.36,10.91,1.26,5.63,12.5,0.28202998131616785,0.4679489480146456,0.25002107066918655,away,1.7277298810008253,-1.0,-0.007897350884306445,-0.005572526962881456,0.007663293942132397
2024-03-09,2024,2,Nantong Zhiyun,Wuhan Three Towns,2,0.2125449615609823,0.36461348051430353,0.42284155792471423,0.8523990589896262,4.21,3.68,1.75,2.93,3.25,2.53,0.22463416415257428,0.3284737559985323,0.4468920798488935,draw,0.208783422074599,-1.0,0.043207021884072716,0.044389585274839057,0.020291193041650106
2024-03-09,2024,2,Henan Songshan Longmen,Meizhou Hakka,1,0.451109167981208,0.31019359713521527,0.2386972348835768,0.8523990589896262,1.77,3.66,4.12,1.69,3.92,4.92,0.472754153965032,0.27709551139162786,0.2501503346433401,away,0.030619378730561086,-1.0,-0.03098876585994159,-0.028663941938516603,0.018169229622967863
