date,Season,Round,Home,Away,res,pH,pD,pA,delta,oH,oD,oA,cH,cD,cA,pH_adj,pD_adj,pA_adj,pick,best_ev,pl,clv,clv_excess,vig_bar
2024-03-01,2024,1,Shanghai Port,Wuhan Three Towns,0,0.5516690505022098,0.2677766824510113,0.18055426704677882,0.850274113149599,1.78,3.92,3.84,1.64,4.1,5.12,0.5691762134885667,0.24453964758187868,0.1862841389295545,home,0.013133660009648773,0.78,0.05981088288101066,0.05630349556881934,0.0403188990869113
2024-03-01,2024,1,Shandong Taishan,Changchun Yatai,0,0.747870409075049,0.1861754620960337,0.0659541288289173,0.850274113149599,1.26,5.53,8.7,1.4,5.16,6.87,0.7617837729457146,0.17103508913123305,0.06718113792305222,home,-0.04015244608839952,0.26,-0.050585159402670166,-0.05409254671486149,0.06514659624555329
2024-03-02,2024,1,Cangzhou,Beijing Guoan,2,0.21233564593014115,0.3135279421752339,0.47413641189462497,0.8571321738490549,4.87,3.85,1.62,5.11,4.12,1.64,0.22939883869081953,0.2583633700838515,0.5122377912253291,home,0.11717234442429114,-1.0,-0.0030119918155975534,-0.0065193791277888755,0.01562537153205594
2024-03-02,2024,1,Tianjin Jinmen Tiger,Nantong Zhiyun,1,0.39548517311656955,0.43442748856077207,0.17008733832265843,0.8571321738490549,1.69,3.58,4.73,1.6,3.79,6.3,0.4879860215058964,0.30214455941442286,0.20986941907968085,draw,0.08167752270363393,2.58,-0.006182480277919178,-0.004999916887152839,0.02127935923957434
2024-03-02,2024,1,Chengdu Rongcheng,Qingdao Hainiu,0,0.6697459124642522,0.2453834125521915,0.08487067498355633,0.8571321738490549,1.38,4.56,6.75,1.58,4.13,5.71,0.6994180642732539,0.21195118471229799,0.08863075101444803,draw,-0.03350259771192132,-1.0,0.029755510230231458,0.030938073620997795,0.018491136848368273
2024-03-03,2024,1,Meizhou Hakka,Shanghai Shenhua,2,0.1922939277187154,0.37116716136398925,0.4365389109172954,0.8688601134582958,3.39,3.21,2.13,4.31,3.57,1.87,0.2110184760167046,0.30993480214136543,0.47904672184193,away,0.02036951752331073,1.13,0.07448268253281348,0.07680750645423848,0.03315864295512887
2024-03-08,2024,2,Qingdao Hainiu,Changchun Yatai,2,0.43305555661838024,0.28609423596215455,0.2808502074194653,0.8584371376871018,2.23,3.57,3.29,2.34,3.44,3.07,0.4397877643036116,0.2749959789423933,0.2852162567539952,draw,-0.018264355175655944,-1.0,0.007207910061324929,0.008390473452091268,0.008815484882120998
2024-03-08,2024,2,Shanghai Shenhua,Qingdao West Coast,0,0.2618253467439341,0.5060650980392671,0.23210955521679877,0.8584371376871018,1.23,5.36,10.91,1.26,5.63,12.5,0.39504634933652555,0.25474297177073124,0.3502106788927432,away,2.8207985067198287,-1.0,-0.007897350884306445,-0.005572526962881456,0.007663293942132397
2024-03-09,2024,2,Henan Songshan Longmen,Meizhou Hakka,1,0.451109167979332,0.31019359713554134,0.23869723488512673,0.8523990589896436,1.77,3.66,4.12,1.69,3.92,4.92,0.4792733172911918,0.26712683656941244,0.2535998461393959,away,0.044831366094311154,-1.0,-0.03098876585994159,-0.028663941938516603,0.018169229622967863
2024-03-09,2024,2,Shandong Taishan,Beijing Guoan,1,0.49555529112157576,0.342614123968777,0.16183058490964725,0.8523990589896436,1.53,4.19,5.27,3.01,3.36,2.41,0.564553227605048,0.25108393605195334,0.1843628363429987,draw,0.0520416920576845,3.1900000000000004,0.06428827233041123,0.06547083572117757,0.018089611073861353
2024-03-09,2024,2,Zhejiang Professional,Shanghai Port,1,0.27193496675793466,0.2625795909392895,0.4654854423027759,0.8523990589896436,2.66,3.47,2.44,2.71,3.48,2.58,0.27034232453006385,0.2668984429691179,0.46275923250081824,away,0.12913252730199654,-1.0,-0.010335192252064918,-0.008010368330639929,0.02822415193278388
2024-03-09,2024,2,Nantong Zhiyun,Wuhan Three Towns,2,0.21254496155985614,0.3646134805127373,0.42284155792740663,0.8523990589896436,4.21,3.68,1.75,2.93,3.25,2.53,0.24093645863434532,0.2797393231730337,0.47932421819262105,draw,0.0294407092767639,-1.0,0.043207021884072716,0.044389585274839057,0.020291193041650106
2024-03-10,2024,2,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,2,0.6278298001049839,0.29107023449638075,0.08109996539863544,0.8892038718826621,3.0,3.11,2.41,3.12,3.05,2.52,0.6215267054320824,0.29818753193536807,0.08028576263254955,home,0.8645801162962474,-1.0,-0.004930427022410588,-0.00843781433460191,0.02175283688975169
2024-03-10,2024,2,Cangzhou,Chengdu Rongcheng,0,0.15510368238731823,0.28989688648946976,0.554999431123212,0.8892038718826621,6.86,4.54,1.38,4.34,3.6,1.85,0.16951058859794116,0.22393849788931625,0.6065509135127427,home,0.16284263778187635,5.86,0.08605410794914822,0.08254672063695691,0.01211898653995187
2024-03-29,2024,3,Shenzhen Xinpengcheng,Cangzhou,1,0.6633119959406303,0.21186887083358216,0.1248191332257875,0.8754150515882204,2.05,3.34,3.44,2.75,3.07,2.78,0.6217186556235904,0.26128906294602183,0.11699228143038774,home,0.27452324402836026,-1.0,-0.10592600773226163,-0.10943339504445294,0.035255308556961414
2024-03-30,2024,3,Shanghai Port,Henan Songshan Longmen,0,0.7565687725482244,0.17910526186934045,0.0643259655824351,0.8924040380392645,1.39,4.99,5.98,1.54,4.25,5.78,0.7529413853423093,0.18304106146686933,0.06401755319082136,home,0.04658852562580984,0.3899999999999999,-0.04786089491180989,-0.051368282224001215,0.057610472385922436
2024-03-30,2024,3,Qingdao West Coast,Qingdao Hainiu,0,0.2984742616598717,0.29279364070047226,0.408732097639656,0.8924040380392645,2.89,3.38,2.3,2.54,3.06,3.04,0.3041723966283371,0.27929245214426135,0.4165351512274015,away,-0.04196915217697672,-1.0,-0.09037612102455234,-0.08805129710312734,0.03095776124306998
2024-03-30,2024,3,Wuhan Three Towns,Beijing Guoan,2,0.3899366742937415,0.3477027976821053,0.2623605280241532,0.8924040380392645,2.4,3.4,2.73,2.52,3.01,2.87,0.42339850030518794,0.2917268997206014,0.2848745999742107,home,0.01615640073245106,-1.0,-0.018557595321119835,-0.022064982633311157,0.02981995498874717
2024-03-30,2024,3,Chengdu Rongcheng,Nantong Zhiyun,0,0.5932399472028881,0.30927261520729116,0.09748743758982081,0.8924040380392645,1.38,4.58,6.91,1.48,4.31,6.65,0.6631529778676761,0.22787073884729264,0.10897628328503123,draw,0.04364798392060032,-1.0,0.01854788226728457,0.019730445658050908,0.017603831293085348
2024-03-31,2024,3,Changchun Yatai,Tianjin Jinmen Tiger,2,0.3202712467067344,0.34450306888165005,0.3352256844116156,0.8657329192672419,2.89,3.28,2.33,2.85,3.12,2.65,0.34307524022357216,0.2978302940970395,0.3590944656793885,home,-0.008512555753876438,-1.0,0.014202660047734628,0.010695272735543306,0.02565589473802236
2024-03-31,2024,3,Shandong Taishan,Shanghai Shenhua,2,0.37455200752679,0.44698563691979293,0.17846235555341716,0.8657329192672419,2.47,3.5,2.59,2.61,3.11,2.9,0.466808214682441,0.3107722229876067,0.22241956232995239,home,0.15301629026562935,-1.0,-0.010960856151200626,-0.014468243463391949,0.028831121105638454
2024-03-31,2024,3,Meizhou Hakka,Zhejiang Professional,2,0.2211416820339982,0.2527238655029368,0.526134452463065,0.8657329192672419,3.27,3.31,2.13,3.17,3.58,2.19,0.2149970928070603,0.27348749922112714,0.5115154079718126,away,0.08952781897996087,1.13,-0.0014577355724841867,0.0008670883489408018,0.033731064965101275
