Season,Round,Home,Away,line,T,ev_cal,pl_cal,ev_unc,pl_unc
2023,22,Dalian Pro,Shenzhen,-1.75,1.5320716318557341,0.31662912984822994,0.8400000000000001,0.43977862860744577,0.8400000000000001
2023,22,Nantong Zhiyun,Beijing Guoan,0.25,1.5320716318557341,0.08522972822196043,-1.0,0.13194184193431885,-1.0
2023,22,Shandong Taishan,Cangzhou,-1.25,1.5320716318557341,-0.01811872800034126,0.8,-0.025682465606979007,-1.0
2023,23,Shandong Taishan,Tianjin Jinmen Tiger,-1.25,1.593695743429141,0.10881566990486462,0.42500000000000004,0.24517546742339583,0.42500000000000004
2023,23,Shanghai Port,Meizhou Hakka,-2.0,1.593695743429141,0.23534644496572218,-1.0,0.24746663010584896,-1.0
2023,23,Zhejiang Professional,Qingdao Hainiu,-0.5,1.593695743429141,0.07081370221368082,-1.0,0.08742895730839664,-1.0
2023,23,Beijing Guoan,Shanghai Shenhua,-0.5,1.5821403919480548,0.07564437592630006,-1.0,0.1608951717519063,-1.0
2023,23,Chengdu Rongcheng,Wuhan Three Towns,0.0,1.5821403919480548,0.2271250329016189,-1.0,0.26655390944026197,-1.0
2023,23,Dalian Pro,Henan Songshan Longmen,-0.25,1.5821403919480548,0.06252969877630835,-1.0,0.03205250522046333,-1.0
2023,23,Shenzhen,Nantong Zhiyun,0.75,1.5821403919480548,0.32669142763966424,-0.5,0.43900589437128495,-0.5
2023,23,Changchun Yatai,Cangzhou,-0.25,1.659028387872404,-0.032550585102496005,0.81,-0.03153688615933033,0.81
2023,24,Shenzhen,Shandong Taishan,2.75,1.6623651979271727,0.3689154325832225,0.8799999999999999,0.5337927465449562,0.8799999999999999
2023,24,Henan Songshan Longmen,Shanghai Port,1.25,1.6623651979271727,-0.02236580090234359,0.9299999999999999,0.043930624132502746,0.9299999999999999
2023,24,Cangzhou,Beijing Guoan,0.25,1.6980689247082343,0.05661966098308671,-1.0,0.09362638489990312,-1.0
2023,24,Qingdao Hainiu,Changchun Yatai,-0.25,1.6980689247082343,-0.007233502883113309,0.76,0.005023778917026263,0.76
2023,24,Shanghai Shenhua,Chengdu Rongcheng,0.0,1.6980689247082343,0.08045467959765805,0.0,0.07826831160467132,0.0
2023,24,Tianjin Jinmen Tiger,Meizhou Hakka,-0.5,1.6980689247082343,0.1027178584642732,-1.0,0.20182804741808846,-1.0
2023,24,Zhejiang Professional,Dalian Pro,-0.75,1.6980689247082343,0.003710601839889256,0.8600000000000001,-0.029063630757562933,0.8600000000000001
2023,24,Wuhan Three Towns,Nantong Zhiyun,-1.5,1.6840568822374402,0.2406002595363551,-1.0,0.40084801551365296,-1.0
2023,25,Shandong Taishan,Qingdao Hainiu,-1.75,1.685458431689605,0.1343484087605105,-0.5,0.2697929760535092,-0.5
2023,25,Beijing Guoan,Zhejiang Professional,-0.75,1.685458431689605,0.015398327376530897,0.8400000000000001,0.07551876401441428,0.8400000000000001
2023,25,Shanghai Port,Changchun Yatai,-1.75,1.685458431689605,0.15169849257818452,0.395,0.1683219411212942,0.395
2023,25,Wuhan Three Towns,Cangzhou,-1.75,1.685458431689605,0.10933918597352957,-0.5,0.2131984104016469,-0.5
2023,25,Meizhou Hakka,Shenzhen,-1.75,1.6952389446581222,0.06724129341276928,-1.0,0.16461047334631054,-1.0
2023,25,Henan Songshan Longmen,Shanghai Shenhua,0.0,1.6952389446581222,0.06642563682944216,-1.0,0.09611771763690548,-1.0
2023,25,Nantong Zhiyun,Chengdu Rongcheng,0.5,1.7150887207051737,-0.04462467242931906,1.04,0.01875094281350154,-1.0
2023,25,Tianjin Jinmen Tiger,Dalian Pro,-0.75,1.7150887207051737,0.23944354117502026,-0.5,0.3796362017797828,-0.5
2023,26,Changchun Yatai,Beijing Guoan,0.25,1.7351194022323184,-0.012656176752209505,-0.5,-0.03814856440373525,-0.5
2023,26,Shanghai Shenhua,Cangzhou,-1.0,1.7351194022323184,0.028864223450870072,-1.0,0.12846576638059892,-1.0
2023,26,Chengdu Rongcheng,Shanghai Port,0.25,1.70607302171402,0.10070470316709136,0.79,0.16499023029539125,0.79
2023,26,Wuhan Three Towns,Tianjin Jinmen Tiger,-1.25,1.70607302171402,0.17110185735439137,0.81,0.3091223419322353,0.81
2023,26,Dalian Pro,Shandong Taishan,1.0,1.70607302171402,0.02565898814978482,0.8,0.14012499334767248,0.8
2023,26,Meizhou Hakka,Henan Songshan Longmen,-0.5,1.70607302171402,0.007473509508069167,-1.0,-0.023692197397878284,-1.0
2023,26,Qingdao Hainiu,Nantong Zhiyun,-0.5,1.6930996030042509,-0.0438128364336126,-1.0,0.019565017622494272,-1.0
2023,26,Shenzhen,Zhejiang Professional,1.5,1.6930996030042509,0.038573128652823634,-1.0,0.13905926850633493,-1.0
2023,27,Nantong Zhiyun,Shanghai Port,1.25,1.696600741889171,0.04466625845556672,0.405,0.14673548554187754,0.405
2023,27,Cangzhou,Meizhou Hakka,-0.25,1.696600741889171,-0.015999858110112182,-1.0,-0.020701024168168797,-1.0
2023,27,Shenzhen,Changchun Yatai,1.0,1.696600741889171,0.013377785476125675,0.0,0.07771077398641035,0.0
2023,27,Tianjin Jinmen Tiger,Chengdu Rongcheng,0.25,1.696600741889171,0.006972844588410354,-0.5,-0.043487708659192714,0.405
2023,27,Shandong Taishan,Wuhan Three Towns,-0.75,1.696600741889171,-0.01853550968217703,0.5,-0.005626557184516261,-0.5
2023,27,Zhejiang Professional,Henan Songshan Longmen,-0.5,1.6800582448728338,0.0763870206375315,0.8400000000000001,0.07752443283076435,0.8400000000000001
2023,27,Beijing Guoan,Dalian Pro,-1.0,1.6800582448728338,0.024950212927684002,-1.0,0.12006403326670384,-1.0
2023,27,Shanghai Shenhua,Qingdao Hainiu,-0.75,1.6800582448728338,0.07914544465242557,-0.5,0.16356047976122842,-0.5
2023,28,Meizhou Hakka,Zhejiang Professional,0.25,1.6851067858355062,0.00783011596815326,0.48,0.028792583877750643,0.48
2023,28,Changchun Yatai,Shandong Taishan,0.75,1.65776534408559,-0.022347602584563503,0.8300000000000001,-0.041804373377749414,-1.0
2023,28,Dalian Pro,Wuhan Three Towns,0.5,1.65776534408559,-0.0145553635367191,-1.0,0.04941542460072489,-1.0
2023,28,Shanghai Port,Beijing Guoan,-1.25,1.65776534408559,-0.04551830989592158,0.8300000000000001,0.023461965881135714,0.8300000000000001
2023,28,Henan Songshan Longmen,Cangzhou,-0.5,1.695642929865368,0.17056447775418715,-1.0,0.2586369433024574,-1.0
2023,28,Nantong Zhiyun,Shanghai Shenhua,0.0,1.695642929865368,0.0635997433060357,0.75,0.09132186554208789,0.75
2023,28,Qingdao Hainiu,Tianjin Jinmen Tiger,-0.25,1.7145990204438966,0.03011092964977948,0.8400000000000001,0.08742939867160969,0.8400000000000001
2023,28,Chengdu Rongcheng,Shenzhen,-2.75,1.729797173997544,0.10246310410133919,-1.0,0.23260884218593617,-1.0
2023,29,Zhejiang Professional,Cangzhou,-1.25,1.7256677240633334,-0.04221160692800137,0.8700000000000001,-0.011668191066686507,-1.0
2023,29,Wuhan Three Towns,Shenzhen,-3.5,1.7256677240633334,0.1915360390843032,0.78,0.34607833782279507,0.78
2023,29,Tianjin Jinmen Tiger,Shanghai Shenhua,0.0,1.7256677240633334,0.0025279227542863167,0.0,0.005525361392136556,0.0
2023,29,Shanghai Port,Shandong Taishan,-0.25,1.7256677240633334,0.008541320614192197,0.43500000000000005,0.05370734688317151,0.43500000000000005
2023,29,Qingdao Hainiu,Dalian Pro,0.0,1.7256677240633334,0.148491994308904,0.0,0.19334211882942637,0.0
2023,29,Meizhou Hakka,Nantong Zhiyun,-0.75,1.7256677240633334,0.085244105685081,0.81,0.17220026017527046,0.81
2023,29,Henan Songshan Longmen,Changchun Yatai,-0.5,1.7256677240633334,-0.052346162564192014,0.77,-0.0034214793212758074,0.77
2023,29,Beijing Guoan,Chengdu Rongcheng,0.0,1.7256677240633334,0.06301768579148281,1.0499999999999998,0.06701889678229499,1.0499999999999998
2023,30,Cangzhou,Qingdao Hainiu,-0.25,1.6320373932795222,-0.040632395393798,-0.5,-0.03446583925990955,0.395
2023,30,Changchun Yatai,Wuhan Three Towns,0.25,1.6320373932795222,0.08712550021033635,0.8600000000000001,0.10178053440033823,0.8600000000000001
2023,30,Chengdu Rongcheng,Meizhou Hakka,-1.25,1.6320373932795222,0.001073956612462487,0.8500000000000001,-0.03706703062406694,0.8500000000000001
2023,30,Dalian Pro,Shanghai Port,1.0,1.6320373932795222,-0.0086963243978492,0.0,-0.022065768223012414,0.0
2023,30,Nantong Zhiyun,Tianjin Jinmen Tiger,0.0,1.6320373932795222,-0.01602545804578159,-1.0,-0.017295282829420222,-1.0
2023,30,Shandong Taishan,Henan Songshan Longmen,-1.5,1.6320373932795222,0.08747637972598658,-1.0,0.21202927522259146,-1.0
2023,30,Shanghai Shenhua,Zhejiang Professional,-0.25,1.6320373932795222,0.010594641247479834,1.02,0.04084271923343538,1.02
2024,1,Shanghai Port,Wuhan Three Towns,-0.5,1.6330553288415404,-0.00394002548461807,0.78,-0.005417163257692469,0.78
2024,1,Shandong Taishan,Changchun Yatai,-1.5,1.6330553288415404,-0.034816502847433914,0.8,-0.016545562806574952,-1.0
2024,1,Cangzhou,Beijing Guoan,0.75,1.6299668303828878,0.11682898007164923,-1.0,0.1829034156008274,-1.0
2024,1,Tianjin Jinmen Tiger,Nantong Zhiyun,-0.75,1.6299668303828878,0.15246405413114203,0.8600000000000001,0.25795482822411964,0.8600000000000001
2024,1,Chengdu Rongcheng,Qingdao Hainiu,-1.25,1.6299668303828878,-0.029844653407124246,-1.0,0.044473632007867456,-1.0
2024,1,Meizhou Hakka,Shanghai Shenhua,0.25,1.6052840142820501,-0.008057023683407638,0.8300000000000001,-0.02230471465467393,0.8300000000000001
2024,2,Qingdao Hainiu,Changchun Yatai,-0.25,1.6102260205777994,-0.006485991092438896,-1.0,-0.014456871689255748,-1.0
2024,2,Shanghai Shenhua,Qingdao West Coast,-1.5,1.6102260205777994,0.8929797549578259,-1.0,0.9516520398029121,-1.0
2024,2,Nantong Zhiyun,Wuhan Three Towns,0.75,1.6540248236899937,0.0948101767832097,-1.0,0.18028990679385448,-1.0
2024,2,Henan Songshan Longmen,Meizhou Hakka,-0.75,1.6540248236899937,0.03418546890224237,0.78,0.09928745380262613,0.78
2024,2,Shandong Taishan,Beijing Guoan,-1.0,1.6540248236899937,0.09869749894372672,0.8700000000000001,0.19759061783864798,0.8700000000000001
2024,2,Zhejiang Professional,Shanghai Port,0.0,1.6540248236899937,0.05898847877875361,0.0,0.09252712066155129,0.0
2024,2,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,0.25,1.5914552303367853,0.5050901447970557,-1.0,0.5547837726537508,-1.0
2024,2,Cangzhou,Chengdu Rongcheng,1.25,1.5914552303367853,0.16336230069032173,0.8799999999999999,0.2600569627639878,0.8799999999999999
2024,3,Shenzhen Xinpengcheng,Cangzhou,-0.25,1.6612029862376716,0.19219632871909342,-0.5,0.24063771130408365,-0.5
2024,3,Wuhan Three Towns,Beijing Guoan,0.0,1.643207792935856,0.01811382275632952,-1.0,0.044740511420528796,-1.0
2024,3,Chengdu Rongcheng,Nantong Zhiyun,-1.25,1.643207792935856,0.11062351742815935,0.44999999999999996,0.22223518773797707,0.44999999999999996
2024,3,Qingdao West Coast,Qingdao Hainiu,0.25,1.643207792935856,0.03483606691456471,-1.0,0.024024211253806205,-1.0
2024,3,Shanghai Port,Henan Songshan Longmen,-1.25,1.643207792935856,0.08132704742498786,0.8500000000000001,0.061421593364557554,0.8500000000000001
2024,3,Changchun Yatai,Tianjin Jinmen Tiger,0.25,1.6638906150197543,0.004744586894088269,-1.0,0.050438884322620406,-1.0
2024,3,Shandong Taishan,Shanghai Shenhua,0.0,1.6638906150197543,0.15664401241220385,-1.0,0.17956810320278765,-1.0
2024,3,Meizhou Hakka,Zhejiang Professional,0.25,1.6638906150197543,0.06914495736229359,0.8500000000000001,0.08891469318753943,0.8500000000000001
2024,4,Wuhan Three Towns,Cangzhou,-1.25,1.696744909323751,0.024070636726091044,0.8600000000000001,0.10470088037282108,0.8600000000000001
2024,4,Nantong Zhiyun,Meizhou Hakka,-0.25,1.7204091982181275,0.03595581362091183,1.0,0.016839513289615745,1.0
2024,4,Beijing Guoan,Shanghai Port,0.25,1.7204091982181275,-0.022795571970134758,0.41500000000000004,0.01227462604609713,0.41500000000000004
2024,4,Qingdao Hainiu,Shandong Taishan,1.0,1.7204091982181275,0.02511723934199956,0.0,0.11656561573049713,0.0
2024,4,Changchun Yatai,Shanghai Shenhua,0.5,1.7204091982181275,0.014099791631566664,0.98,-0.03313216794265998,0.98
2024,4,Henan Songshan Longmen,Shenzhen Xinpengcheng,-0.25,1.7204091982181275,-0.030204406740070727,-1.0,-0.03415257969868523,-1.0
2024,4,Tianjin Jinmen Tiger,Chengdu Rongcheng,0.0,1.7150197705557164,0.09782814370291065,0.9099999999999999,0.12005785022686744,0.9099999999999999
2024,4,Zhejiang Professional,Qingdao West Coast,-1.25,1.7150197705557164,0.2732742013651353,-1.0,0.2890133194084692,-1.0
2024,5,Nantong Zhiyun,Shanghai Port,1.0,1.7597762123542238,-0.009082965117195084,-1.0,0.06616583908539567,-1.0
2024,5,Beijing Guoan,Shenzhen Xinpengcheng,-1.0,1.7597762123542238,0.18787814438245115,1.04,0.2767584691653602,1.04
2024,5,Shandong Taishan,Henan Songshan Longmen,-1.25,1.7597762123542238,-0.031207753178805493,0.8600000000000001,0.07215132363266342,0.8600000000000001
2024,5,Shanghai Shenhua,Wuhan Three Towns,-0.5,1.7597762123542238,0.047765784611430925,-1.0,0.13608197501287542,-1.0
2024,5,Qingdao West Coast,Tianjin Jinmen Tiger,0.25,1.7614678411019922,0.11077311613935205,1.02,0.11155970396037303,1.02
2024,5,Cangzhou,Changchun Yatai,-0.25,1.7614678411019922,-0.05037177938272111,0.81,-0.04567212300289286,-1.0
2024,5,Chengdu Rongcheng,Zhejiang Professional,-0.5,1.7614678411019922,-0.02792081455548423,-1.0,0.011661040580108641,-1.0
2024,5,Meizhou Hakka,Qingdao Hainiu,-0.25,1.7614678411019922,-0.0028786408417279348,0.43999999999999995,0.030639520587487087,0.43999999999999995
2024,6,Shanghai Shenhua,Beijing Guoan,-0.25,1.7444787737892742,0.007559524959153294,-0.5,-0.020644475035463575,-0.5
2024,6,Henan Songshan Longmen,Nantong Zhiyun,-0.5,1.7444787737892742,0.06688316008780304,0.8799999999999999,0.1552938825475263,0.8799999999999999
2024,6,Shenzhen Xinpengcheng,Wuhan Three Towns,-0.25,1.695258458293608,-0.03499381886867868,0.43999999999999995,-0.013428047127715333,0.43999999999999995
2024,6,Qingdao Hainiu,Zhejiang Professional,0.25,1.695258458293608,0.021133013466275094,-1.0,0.030297088372799826,-1.0
2024,6,Shanghai Port,Shandong Taishan,-1.0,1.695258458293608,0.31683201955405754,0.0,0.4345415861631808,0.0
2024,6,Changchun Yatai,Chengdu Rongcheng,0.5,1.695258458293608,0.016384800834220035,0.79,0.013839580164496906,0.79
2024,6,Tianjin Jinmen Tiger,Meizhou Hakka,-0.5,1.695258458293608,0.0025371692520813395,-1.0,-0.01737869668383853,-1.0
2024,6,Cangzhou,Qingdao West Coast,-0.75,1.695258458293608,0.0510269810108002,0.45999999999999996,0.04780373775004063,0.45999999999999996
2024,7,Zhejiang Professional,Tianjin Jinmen Tiger,-0.25,1.6718809540232396,0.08796710643886288,0.96,0.08687928871339856,0.96
2024,7,Nantong Zhiyun,Shanghai Shenhua,1.25,1.6743234904137336,0.3402374437840961,-1.0,0.49556470206351644,-1.0
2024,7,Shandong Taishan,Cangzhou,-1.0,1.6743234904137336,0.04678190032620814,0.79,0.029328507785168743,0.79
2024,7,Chengdu Rongcheng,Shenzhen Xinpengcheng,-1.25,1.6743234904137336,0.15404946506913617,-1.0,0.2561081975529787,-1.0
2024,7,Wuhan Three Towns,Changchun Yatai,-0.5,1.6743234904137336,0.09744055537267252,-1.0,0.11691462886499382,-1.0
2024,7,Beijing Guoan,Qingdao West Coast,-1.25,1.661133928340966,0.13798828794000934,0.97,0.12904603138002727,0.97
2024,7,Henan Songshan Longmen,Qingdao Hainiu,-0.5,1.661133928340966,-0.0005923805536650927,-1.0,0.06228381460855123,-1.0
2024,8,Zhejiang Professional,Beijing Guoan,0.0,1.6625853219620441,0.04539575820771799,-1.0,0.046980071513681956,-1.0
2024,8,Shenzhen Xinpengcheng,Qingdao Hainiu,-0.25,1.6625853219620441,0.05998362695413759,-1.0,0.07885149626028519,-1.0
2024,8,Qingdao West Coast,Nantong Zhiyun,-0.25,1.6625853219620441,-0.04458775832341146,-1.0,-0.027827854452398368,0.77
2024,8,Cangzhou,Henan Songshan Longmen,0.0,1.6625853219620441,0.07832788720308784,-1.0,0.08995019552036597,-1.0
2024,8,Chengdu Rongcheng,Shandong Taishan,-0.25,1.6625853219620441,-0.02356341146505107,0.8400000000000001,0.014733033830366189,0.8400000000000001
2024,8,Changchun Yatai,Meizhou Hakka,-0.5,1.6625853219620441,-0.019288711611959043,-1.0,-0.04021994669731953,-1.0
2024,8,Wuhan Three Towns,Tianjin Jinmen Tiger,-0.25,1.6625853219620441,0.13206046727235582,1.0499999999999998,0.12148444735970156,1.0499999999999998
2024,8,Shanghai Port,Shanghai Shenhua,-0.5,1.7278095428341136,-0.009651498046182207,0.79,0.06080830216857203,0.79
2024,9,Meizhou Hakka,Qingdao West Coast,-0.25,1.7050251987786433,0.1142885387538064,-0.5,0.14210913828768423,-0.5
2024,9,Zhejiang Professional,Henan Songshan Longmen,-0.5,1.7050251987786433,0.06269291633767798,0.79,0.07624040828529138,0.79
2024,9,Tianjin Jinmen Tiger,Beijing Guoan,0.0,1.7050251987786433,0.013230709445799127,0.8200000000000001,0.03505059280983491,0.8200000000000001
2024,9,Shandong Taishan,Nantong Zhiyun,-1.5,1.7050251987786433,0.1123892105430472,-1.0,0.25638775695798055,-1.0
2024,9,Shanghai Shenhua,Cangzhou,-1.5,1.6914170402429745,0.09791186651501856,-1.0,0.2255495905607024,-1.0
2024,9,Chengdu Rongcheng,Wuhan Three Towns,-0.75,1.6914170402429745,0.06052911913350762,0.98,0.12713180969078763,0.98
2024,9,Changchun Yatai,Shenzhen Xinpengcheng,-0.25,1.6914170402429745,-0.012114397129362424,0.43999999999999995,0.0115906824617662,0.43999999999999995
2024,9,Qingdao Hainiu,Shanghai Port,1.5,1.6914170402429745,-0.004092692573322787,-1.0,0.08454474813740066,-1.0
2024,10,Henan Songshan Longmen,Tianjin Jinmen Tiger,-0.25,1.6491276665867356,0.11193670159385154,0.96,0.159614829465778,0.96
2024,10,Qingdao West Coast,Shandong Taishan,1.0,1.6491276665867356,0.12309463276022481,-1.0,0.13239199629125062,-1.0
2024,10,Shenzhen Xinpengcheng,Shanghai Port,1.5,1.6463890965511108,-0.053735478166290485,0.95,-0.01105590037239296,-1.0
2024,10,Nantong Zhiyun,Changchun Yatai,-0.25,1.6463890965511108,0.03890658326438529,0.8799999999999999,0.08494633375349908,0.8799999999999999
2024,10,Shanghai Shenhua,Zhejiang Professional,-1.0,1.6463890965511108,0.1938440612178187,-1.0,0.29127100959290975,-1.0
2024,10,Meizhou Hakka,Cangzhou,-0.25,1.6463890965511108,0.017531660593867977,-0.5,-0.0019007535686303462,-0.5
2024,10,Beijing Guoan,Chengdu Rongcheng,-0.25,1.6463890965511108,0.07015693914666014,-1.0,0.12637909019684898,-1.0
2024,10,Wuhan Three Towns,Qingdao Hainiu,-0.5,1.6463890965511108,0.0738212272087976,0.78,0.08052365828550721,0.78
2024,11,Chengdu Rongcheng,Henan Songshan Longmen,-1.25,1.6445606621629947,-0.01437966254735251,1.0299999999999998,-0.010371404944458738,-1.0
2024,11,Shanghai Port,Changchun Yatai,-1.75,1.6445606621629947,0.11968243756227452,0.8500000000000001,0.11693138803795718,0.8500000000000001
2024,11,Qingdao Hainiu,Nantong Zhiyun,-0.25,1.6445606621629947,0.0010993369972184706,-0.5,-0.04230926838421443,-0.5
2024,11,Beijing Guoan,Meizhou Hakka,-1.25,1.6191775061392046,0.076913291211548,0.5049999999999999,0.15813562530203018,0.5049999999999999
2024,11,Tianjin Jinmen Tiger,Shanghai Shenhua,0.75,1.6191775061392046,-0.27049701378783153,-1.0,-0.2547157907849145,0.020000000000000018
2024,11,Wuhan Three Towns,Shandong Taishan,0.25,1.6191775061392046,0.046517703732872125,-1.0,0.0824681694637036,-1.0
2024,11,Cangzhou,Zhejiang Professional,0.25,1.6040861795055819,0.07912484858436793,0.8500000000000001,0.09894490388242187,0.8500000000000001
2024,11,Shenzhen Xinpengcheng,Qingdao West Coast,-0.75,1.6040861795055819,0.007834611632220365,-1.0,-0.00985618553233227,-1.0
2024,12,Shanghai Shenhua,Qingdao Hainiu,-1.5,1.618571079869225,0.11227204629957435,-1.0,0.23803169164644433,-1.0
2024,12,Shandong Taishan,Shenzhen Xinpengcheng,-1.5,1.6180472678881692,0.16714260460760444,-1.0,0.1322210077378134,-1.0
2024,12,Zhejiang Professional,Nantong Zhiyun,-1.0,1.6152793169263222,-0.016605672247418136,0.9199999999999999,-0.02209370992968858,-1.0
2024,12,Cangzhou,Tianjin Jinmen Tiger,0.25,1.6152793169263222,-0.02960371839400244,0.98,-0.04444539371739415,-1.0
