date,Season,Round,Home,Away,res,pH,pD,pA,delta,oH,oD,oA,cH,cD,cA,pH_adj,pD_adj,pA_adj,pick,best_ev,pl,clv,clv_excess,vig_bar
2024-03-01,2024,1,Shanghai Port,Wuhan Three Towns,0,0.5516690499301146,0.2677766826813071,0.18055426738857835,0.8502741134921933,1.78,3.92,3.84,1.64,4.1,5.12,0.5750119340685669,0.23679396929216784,0.1881940966392652,home,0.023521242642049023,0.78,0.05981088288101066,0.05630349556881934,0.0403188990869113
2024-03-01,2024,1,Shandong Taishan,Changchun Yatai,0,0.7478704101134536,0.18617546136249538,0.06595412852405104,0.8502741134921933,1.26,5.53,8.7,1.4,5.16,6.87,0.7664215612759541,0.16598829814296615,0.0675901405810798,home,-0.034308832792297905,0.26,-0.050585159402670166,-0.05409254671486149,0.06514659624555329
2024-03-02,2024,1,Cangzhou,Beijing Guoan,2,0.21233564592995502,0.3135279421752423,0.4741364118948027,0.8571321738358311,4.87,3.85,1.62,5.11,4.12,1.64,0.23508656961084248,0.23997517938672402,0.5249382510024337,home,0.14487159400480287,-1.0,-0.0030119918155975534,-0.0065193791277888755,0.01562537153205594
2024-03-02,2024,1,Tianjin Jinmen Tiger,Nantong Zhiyun,1,0.3954851731161756,0.43442748856082325,0.1700873383230011,0.8571321738358311,1.69,3.58,4.73,1.6,3.79,6.3,0.518819637635202,0.2580502496989731,0.2231301126658247,away,0.05540543290935096,-1.0,-0.043790308051620264,-0.041465484130195275,0.01610573067181314
2024-03-02,2024,1,Chengdu Rongcheng,Qingdao Hainiu,0,0.669745912464431,0.2453834125520924,0.08487067498347654,0.8571321738358311,1.38,4.56,6.75,1.58,4.13,5.71,0.7093087815430175,0.20080710876566682,0.08988410969131563,home,-0.021153881470636016,0.3799999999999999,-0.06086335834234724,-0.06437074565453857,0.06110114784678213
2024-03-03,2024,1,Meizhou Hakka,Shanghai Shenhua,2,0.1922939277182654,0.3711671613639202,0.43653891091781444,0.8688601134577106,3.39,3.21,2.13,4.31,3.57,1.87,0.2172599921155021,0.28952401573382414,0.4932159921506739,away,0.050550063280935476,1.13,0.07448268253281348,0.07680750645423846,0.03315864295512887
2024-03-08,2024,2,Qingdao Hainiu,Changchun Yatai,2,0.43305555661854395,0.28609423596205963,0.28085020741939654,0.8584371376874,2.23,3.57,3.29,2.34,3.44,3.07,0.4420318335321305,0.2712965599358062,0.2866716065320636,home,-0.014269011223349004,-1.0,-0.024892436501043502,-0.028399823813234824,0.014112682075861865
2024-03-08,2024,2,Shanghai Shenhua,Qingdao West Coast,0,0.2618253467438011,0.5060650980389804,0.2321095552172185,0.8584371376874,1.23,5.36,10.91,1.26,5.63,12.5,0.4394533502002443,0.1709689296812193,0.38957772011853625,away,3.2502929264932305,-1.0,-0.007897350884306445,-0.005572526962881456,0.007663293942132397
2024-03-09,2024,2,Nantong Zhiyun,Wuhan Three Towns,2,0.2125449615609823,0.36461348051430353,0.42284155792471423,0.8523990589896262,4.21,3.68,1.75,2.93,3.25,2.53,0.2504002909944524,0.2514479373931325,0.49815177161241525,home,0.054185225086644584,-1.0,0.10704273427988356,0.10353534696769223,0.017736719808378244
2024-03-09,2024,2,Henan Songshan Longmen,Meizhou Hakka,1,0.451109167981208,0.31019359713521527,0.2386972348835768,0.8523990589896262,1.77,3.66,4.12,1.69,3.92,4.92,0.4886613670636128,0.25277124971403614,0.258567383222351,away,0.0652976188760861,-1.0,-0.03098876585994159,-0.028663941938516603,0.018169229622967863
2024-03-09,2024,2,Shandong Taishan,Beijing Guoan,1,0.49555529112090285,0.3426141239696317,0.16183058490946545,0.8523990589896262,1.53,4.19,5.27,3.01,3.36,2.41,0.5875525397661714,0.22057387341301216,0.19187358682081634,away,0.011173802545701994,-1.0,0.22178132471207812,0.22410614863350312,0.014382442201039672
2024-03-09,2024,2,Zhejiang Professional,Shanghai Port,1,0.2719349667576971,0.26257959093971495,0.465485442302588,0.8523990589896262,2.66,3.47,2.44,2.71,3.48,2.58,0.26981144378736027,0.26833806031239404,0.46185049590024574,away,0.12691520999659955,-1.0,-0.010335192252064918,-0.008010368330639929,0.02822415193278388
2024-03-10,2024,2,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,2,0.6278298001048773,0.29107023449646413,0.08109996539865859,0.8892038718825429,3.0,3.11,2.41,3.12,3.05,2.52,0.6194256738744164,0.3005599644150305,0.08001436171055316,home,0.8582770216232491,-1.0,-0.004930427022410588,-0.00843781433460191,0.02175283688975169
2024-03-10,2024,2,Cangzhou,Chengdu Rongcheng,0,0.15510368238732775,0.2898968864895315,0.5549994311231409,0.8892038718825429,6.86,4.54,1.38,4.34,3.6,1.85,0.17431289066817462,0.20195236835593175,0.6237347409758938,home,0.195786429983678,5.86,0.08605410794914822,0.0825467206369569,0.01211898653995187
