date,Season,Round,Home,Away,res,pH,pD,pA,delta,oH,oD,oA,cH,cD,cA,pH_adj,pD_adj,pA_adj,pick,best_ev,pl,clv,clv_excess,vig_bar
2024-03-01,2024,1,Shanghai Port,Wuhan Three Towns,0,0.5460502327342301,0.21447098731538414,0.23947877995038575,1.2534895169570262,1.78,3.92,3.84,1.64,4.1,5.12,0.5382914680629636,0.22563247830377597,0.2360760536332606,home,-0.041841186847924816,0.78,0.05981088288101066,0.05630349556881934,0.0403188990869113
2024-03-01,2024,1,Shandong Taishan,Changchun Yatai,0,0.7426471143332259,0.16206770720662053,0.09528517846015351,1.2534895169570262,1.26,5.53,8.7,1.4,5.16,6.87,0.7409097331805963,0.16402800267479334,0.09506226414461044,home,-0.06645373619244865,0.26,-0.050585159402670166,-0.05409254671486149,0.06514659624555329
2024-03-02,2024,1,Cangzhou,Beijing Guoan,2,0.24655531090202723,0.23177189798615352,0.5216727911118193,1.2628093538181095,4.87,3.85,1.62,5.11,4.12,1.64,0.24523892935412986,0.2358735386864388,0.5188875319594314,home,0.19431358595461234,-1.0,-0.0030119918155975534,-0.0065193791277888755,0.01562537153205594
2024-03-02,2024,1,Tianjin Jinmen Tiger,Nantong Zhiyun,1,0.47570358845281885,0.2905079875142373,0.2337884240329439,1.2628093538181095,1.69,3.58,4.73,1.6,3.79,6.3,0.48658479788158027,0.2742791186066052,0.23913608351181462,away,0.13111367501088322,-1.0,-0.043790308051620264,-0.041465484130195275,0.01610573067181314
2024-03-02,2024,1,Chengdu Rongcheng,Qingdao Hainiu,0,0.6540742973499574,0.2050452116318959,0.14088049101814681,1.2628093538181095,1.38,4.56,6.75,1.58,4.13,5.71,0.6558178142108447,0.20292616019878135,0.14125602559037417,away,-0.046521827264974336,-1.0,0.03110784811211592,0.03343267203354091,0.012491790226453236
2024-03-03,2024,1,Meizhou Hakka,Shanghai Shenhua,2,0.28255991990157786,0.26988268251738756,0.4475573975810347,1.2684154946003967,3.39,3.21,2.13,4.31,3.57,1.87,0.27875926115297295,0.27970334912560585,0.44153738972142137,home,-0.05500610469142164,-1.0,-0.052524556521885896,-0.05603194383407722,0.02083419159127566
2024-03-08,2024,2,Qingdao Hainiu,Changchun Yatai,2,0.46698463146974417,0.23054924279523908,0.3024661257350168,1.2501594473877684,2.23,3.57,3.29,2.34,3.44,3.07,0.45461972656836086,0.25092290136552264,0.2944573720661166,home,0.013801990247444662,-1.0,-0.024892436501043502,-0.028399823813234824,0.014112682075861865
2024-03-08,2024,2,Shanghai Shenhua,Qingdao West Coast,0,0.4016030360858746,0.3677957441691848,0.23060121974494058,1.2501594473877684,1.23,5.36,10.91,1.26,5.63,12.5,0.46411941868883494,0.2693823369252021,0.2664982443859629,away,1.9074958462508556,-1.0,-0.007897350884306445,-0.005572526962881456,0.007663293942132397
2024-03-09,2024,2,Henan Songshan Longmen,Meizhou Hakka,1,0.481344622027712,0.2435846878818822,0.2750706900904058,1.2424475395603602,1.77,3.66,4.12,1.69,3.92,4.92,0.47842168930676393,0.24817796879795917,0.27340034189527684,away,0.12640940860854055,-1.0,-0.03098876585994159,-0.028663941938516603,0.018169229622967863
2024-03-09,2024,2,Shandong Taishan,Beijing Guoan,1,0.5445918722526526,0.24526002788898468,0.21014809985836283,1.2424475395603602,1.53,4.19,5.27,3.01,3.36,2.41,0.5534981708333315,0.23291695065099843,0.2135848785156701,away,0.1255923097775813,-1.0,0.22178132471207812,0.22410614863350312,0.014382442201039672
2024-03-09,2024,2,Zhejiang Professional,Shanghai Port,1,0.34001361522577506,0.21869355634552365,0.4412928284287014,1.2424475395603602,2.66,3.47,2.44,2.71,3.48,2.58,0.3292113190160366,0.24351580832895886,0.42727287265500463,away,0.04254580927821139,-1.0,-0.010335192252064918,-0.008010368330639929,0.02822415193278388
2024-03-09,2024,2,Nantong Zhiyun,Wuhan Three Towns,2,0.28124866651732255,0.2638224235787535,0.45492890990392393,1.2424475395603602,4.21,3.68,1.75,2.93,3.25,2.53,0.2836124357015605,0.257635180485943,0.4587523838124966,home,0.19400835430356955,-1.0,0.10704273427988356,0.10353534696769225,0.017736719808378244
2024-03-10,2024,2,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,2,0.6697619732524538,0.2518651647401367,0.07837286200740949,1.300931750630777,3.0,3.11,2.41,3.12,3.05,2.52,0.6479651502866701,0.2762125645775836,0.07582228513574617,home,0.9438954508600104,-1.0,-0.004930427022410588,-0.00843781433460191,0.02175283688975169
2024-03-10,2024,2,Cangzhou,Chengdu Rongcheng,0,0.20962768861925038,0.23608994484963683,0.5542823665311128,1.300931750630777,6.86,4.54,1.38,4.34,3.6,1.85,0.21431160474732758,0.2190211566027843,0.5666672386498882,home,0.47017760856666735,5.86,0.08605410794914822,0.08254672063695691,0.01211898653995187
2024-03-29,2024,3,Shenzhen Xinpengcheng,Cangzhou,1,0.6331710095417676,0.19830103551077483,0.1685279549474575,1.2791257756909722,2.05,3.34,3.44,2.75,3.07,2.78,0.6017922297299866,0.23803174791380496,0.16017602235620834,home,0.2336740709464724,-1.0,-0.10592600773226163,-0.10943339504445294,0.035255308556961414
2024-03-30,2024,3,Shanghai Port,Henan Songshan Longmen,0,0.7079274871280868,0.17309302423268103,0.11897948863923216,1.3022834907217806,1.39,4.99,5.98,1.54,4.25,5.78,0.7031075721874543,0.1787230094493633,0.11816941836318241,home,-0.022680474659438565,0.3899999999999999,-0.04786089491180989,-0.051368282224001215,0.057610472385922436
2024-03-30,2024,3,Qingdao West Coast,Qingdao Hainiu,0,0.16190019883764464,0.20967761529138998,0.6284221858709653,1.3022834907217806,2.89,3.38,2.3,2.54,3.06,3.04,0.1552307427427424,0.24223483562512382,0.6025344216321338,away,0.3858291697539076,-1.0,-0.09037612102455234,-0.08805129710312734,0.03095776124306998
2024-03-30,2024,3,Wuhan Three Towns,Beijing Guoan,2,0.4344941930883979,0.24539331622935667,0.3201124906822455,1.3022834907217806,2.4,3.4,2.73,2.52,3.01,2.87,0.4265267275918185,0.25923079164806173,0.31424248076011985,home,0.02366414622036439,-1.0,-0.018557595321119835,-0.022064982633311157,0.02981995498874717
2024-03-30,2024,3,Chengdu Rongcheng,Nantong Zhiyun,0,0.5894696831457811,0.24981246022171255,0.16071785663250643,1.3022834907217806,1.38,4.58,6.91,1.48,4.31,6.65,0.6087506123140187,0.2252746201411695,0.16597476754481194,away,0.14688564373465063,-1.0,0.009072992864423979,0.011397816785848967,0.01166795185561952
2024-03-31,2024,3,Changchun Yatai,Tianjin Jinmen Tiger,2,0.32864963274963643,0.2587013580227927,0.41264900922757086,1.2617958092174815,2.89,3.28,2.33,2.85,3.12,2.65,0.3234245363661465,0.270487030262481,0.40608843337137257,away,-0.053813950244701925,1.33,-0.03754452507212053,-0.03521970115069554,0.031822118366044906
2024-03-31,2024,3,Shandong Taishan,Shanghai Shenhua,2,0.4933985295874441,0.2902567344443443,0.21634473596821158,1.2617958092174815,2.47,3.5,2.59,2.61,3.11,2.9,0.5020496771899374,0.27781224306061114,0.22013807974945146,home,0.24006270265914553,-1.0,-0.010960856151200626,-0.014468243463391949,0.028831121105638454
2024-03-31,2024,3,Meizhou Hakka,Zhejiang Professional,2,0.2658138451925795,0.21359184513895738,0.5205943096684631,1.2617958092174815,3.27,3.31,2.13,3.17,3.58,2.19,0.25452145981670643,0.24700027779974065,0.49847826238355286,away,0.06175869887696761,1.13,-0.0014577355724841867,0.0008670883489408018,0.033731064965101275
2024-04-04,2024,4,Wuhan Three Towns,Cangzhou,2,0.6413829080718166,0.1928861480505932,0.16573094387759016,1.234294153325683,1.42,4.77,5.74,1.82,3.46,4.13,0.64146796089332,0.19277911789821645,0.16575292120846352,away,-0.048578232263419396,4.74,0.06395841862039348,0.06628324254181847,0.01410350896382315
2024-04-05,2024,4,Nantong Zhiyun,Meizhou Hakka,0,0.46806902609032774,0.2560937551614742,0.27583721874819805,1.227375330800056,2.3,3.35,2.91,1.85,3.43,4.55,0.4614342950700744,0.2666383918788755,0.27192731305105006,home,0.06129887866117101,1.2999999999999998,0.11016418136476996,0.10665679405257865,0.031059501827161926
2024-04-05,2024,4,Qingdao Hainiu,Shandong Taishan,2,0.175167882191112,0.2269027099906444,0.5979294078182437,1.227375330800056,5.89,4.01,1.5,4.66,3.99,1.69,0.1748548252136543,0.22828437595511047,0.5968607988312352,home,0.029894920508423795,-1.0,0.04667257525434376,0.04316518794215244,0.01341921424490628
2024-04-05,2024,4,Beijing Guoan,Shanghai Port,1,0.3617805919869326,0.24519254505485524,0.3930268629582122,1.227375330800056,3.04,3.29,2.23,3.1,3.21,2.41,0.3531776156253861,0.26314151975454486,0.3836808646200692,home,0.07365995150117377,-1.0,0.00329288489512497,-0.0002145024170663516,0.024740879357094903
