Country,League,Season,Round,Date,Time,Home,Away,HxG,AxG,HG,AG,HExpG+,AExpG+,Res,AvgBookmakerCH,AvgBookmakerCD,AvgBookmakerCA,Model_Home_Prob,Model_Draw_Prob,Model_Away_Prob,NoVig_HProb_Avg,NoVig_DProb_Avg,NoVig_AProb_Avg,AvgMargin,Home_EV,Draw_EV,Away_EV
China,Super League,2024,12,2024-05-17,12:00,Zhejiang Professional,Nantong Zhiyun,1.93,0.77,5.0,2.0,2.851,1.1389999999999998,H,1.44,4.67,6.03,,,,0.646346754,0.199301783,0.154351464,0.074414686,,,
China,Super League,2024,12,2024-05-17,12:35,Cangzhou,Tianjin Jinmen Tiger,1.7,2.0,2.0,4.0,1.79,2.5999999999999996,A,3.71,3.7,1.86,,,,0.250167214,0.250843342,0.498989444,0.077446458,,,
China,Super League,2024,3,2024-05-17,12:35,Henan Songshan Longmen,Wuhan Three Towns,1.83,0.63,2.0,3.0,1.8809999999999998,1.3409999999999997,A,2.0,3.32,3.65,,,,0.465039527,0.280144293,0.254816179,0.075177422,,,
China,Super League,2024,12,2024-05-17,12:35,Meizhou Hakka,Chengdu Rongcheng,2.88,0.88,1.0,4.0,2.316,1.8159999999999998,A,4.46,3.62,1.73,,,,0.207896799,0.256138045,0.535965157,0.078493023,,,
China,Super League,2024,12,2024-05-17,13:00,Changchun Yatai,Beijing Guoan,1.73,1.59,3.0,2.0,2.1109999999999998,1.713,H,3.66,3.58,1.9,,,,0.253250331,0.258909557,0.487840112,0.078869442,,,
China,Super League,2024,12,2024-05-18,12:35,Qingdao West Coast,Shanghai Port,1.43,5.21,3.0,5.0,1.9009999999999998,5.147,A,14.65,8.63,1.12,,,,0.063379695,0.107591256,0.829029049,0.076991384,,,
China,Super League,2024,12,2024-05-21,12:00,Meizhou Hakka,Shenzhen Xinpengcheng,0.37,2.74,0.0,0.0,0.259,1.918,D,2.43,3.29,2.76,,,,0.381819787,0.282012791,0.336167421,0.077792842,,,
China,Super League,2024,8,2024-05-21,12:35,Henan Songshan Longmen,Shanghai Shenhua,0.8,3.35,1.0,2.0,0.8599999999999999,2.945,A,6.88,4.37,1.43,,,,0.135399356,0.21316878,0.651431865,0.073482488,,,
China,Super League,2024,13,2024-05-21,12:35,Qingdao Hainiu,Beijing Guoan,1.37,1.38,1.0,1.0,1.259,1.2659999999999998,D,4.04,3.69,1.79,,,,0.229788167,0.251583792,0.518628041,0.07718668,,,
China,Super League,2024,13,2024-05-21,12:35,Zhejiang Professional,Wuhan Three Towns,1.33,1.51,3.0,1.0,1.831,1.357,H,1.61,4.21,4.51,,,,0.574908482,0.219858113,0.205233405,0.080377194,,,
China,Super League,2024,13,2024-05-21,13:00,Nantong Zhiyun,Cangzhou,3.21,0.44,1.0,1.0,2.5469999999999997,0.608,D,1.75,3.74,4.21,,,,0.530900704,0.248416105,0.220683191,0.076337942,,,
China,Super League,2024,7,2024-05-21,13:00,Tianjin Jinmen Tiger,Shandong Taishan,1.55,1.04,1.0,1.0,1.385,1.028,D,3.13,3.49,2.12,,,,0.296448848,0.265869597,0.437681554,0.077719882,,,
China,Super League,2024,13,2024-05-22,12:35,Qingdao West Coast,Changchun Yatai,3.44,0.84,2.0,2.0,3.008,1.188,D,3.15,3.41,2.14,,,,0.294488678,0.272034996,0.433476326,0.078005169,,,
China,Super League,2024,28,2024-05-22,13:00,Shanghai Port,Chengdu Rongcheng,3.1,1.04,2.0,0.0,2.77,0.728,H,1.38,5.15,6.24,,,,0.671539802,0.179946588,0.14851361,0.079068849,,,
China,Super League,2024,28,2024-05-25,12:35,Shandong Taishan,Zhejiang Professional,2.48,1.29,3.0,0.0,2.636,0.9029999999999999,H,1.83,4.02,3.55,,,,0.507429571,0.230994058,0.26157637,0.076894447,,,
China,Super League,2024,14,2024-05-25,13:00,Wuhan Three Towns,Meizhou Hakka,1.77,0.98,0.0,1.0,1.2389999999999999,0.986,A,1.85,3.67,3.76,,,,0.500974779,0.25253497,0.24649025,0.078977551,,,
China,Super League,2024,29,2024-05-26,11:00,Shenzhen Xinpengcheng,Shanghai Shenhua,0.44,1.17,0.0,1.0,0.308,1.119,A,6.48,4.15,1.47,,,,0.143480071,0.224036352,0.632483578,0.075556952,,,
China,Super League,2024,14,2024-05-26,12:00,Beijing Guoan,Nantong Zhiyun,1.89,0.99,5.0,2.0,2.823,1.293,H,1.62,3.89,4.89,,,,0.572167228,0.238280439,0.189552333,0.078852337,,,
China,Super League,2024,20,2024-05-26,12:00,Qingdao Hainiu,Tianjin Jinmen Tiger,2.05,1.66,3.0,1.0,2.335,1.462,H,2.79,3.38,2.36,,,,0.332485807,0.274448344,0.393065849,0.078009741,,,
China,Super League,2024,14,2024-05-26,12:35,Changchun Yatai,Henan Songshan Longmen,0.96,0.96,0.0,0.0,0.6719999999999999,0.6719999999999999,D,2.68,3.44,2.42,,,,0.346439391,0.269900456,0.383660152,0.077055143,,,
China,Super League,2024,14,2024-05-26,12:35,Chengdu Rongcheng,Qingdao West Coast,4.07,0.04,7.0,0.0,4.949,0.027999999999999997,H,1.1,9.16,18.58,,,,0.847967284,0.101830132,0.050202584,0.072082528,,,
China,Super League,2024,14,2024-05-26,13:00,Shanghai Port,Cangzhou,5.58,0.72,4.0,1.0,5.106,0.804,H,1.02,16.27,42.54,,,,0.920242996,0.057691939,0.022065065,0.065362259,,,
China,Super League,2024,4,2024-06-04,08:30,Tianjin Jinmen Tiger,Chengdu Rongcheng,1.57,1.96,2.0,3.0,1.6989999999999998,2.272,A,2.69,3.09,2.62,,,,0.345152777,0.300472806,0.354374416,0.077051197,,,
China,Super League,2024,4,2024-06-04,12:35,Zhejiang Professional,Qingdao West Coast,4.18,1.77,1.0,2.0,3.2259999999999995,1.839,A,1.6,3.98,4.94,,,,0.579408956,0.232928224,0.18766282,0.078685431,,,
China,Super League,2024,18,2024-06-07,12:00,Tianjin Jinmen Tiger,Changchun Yatai,2.1,2.36,2.0,2.0,2.07,2.252,D,1.93,3.6,3.51,,,,0.479393588,0.257008229,0.263598183,0.080812778,,,
China,Super League,2024,18,2024-06-07,12:35,Shanghai Shenhua,Shandong Taishan,3.08,0.43,6.0,0.0,3.9559999999999995,0.301,H,1.66,3.76,4.62,,,,0.555309763,0.245163353,0.199526884,0.084817302,,,
China,Super League,2024,18,2024-06-07,13:00,Cangzhou,Shenzhen Xinpengcheng,0.88,1.08,1.0,1.0,0.9159999999999999,1.056,D,2.75,3.21,2.47,,,,0.336693745,0.288444797,0.374861457,0.080021143,,,
China,Super League,2024,14,2024-06-14,12:35,Meizhou Hakka,Shandong Taishan,0.64,1.24,0.0,0.0,0.44799999999999995,0.868,D,4.62,4.05,1.62,,,,0.200296736,0.228486647,0.571216617,0.080647747,,,
China,Super League,2024,15,2024-06-14,13:00,Nantong Zhiyun,Shenzhen Xinpengcheng,0.59,0.58,0.0,1.0,0.413,0.706,A,3.31,3.13,2.18,,,,0.279653272,0.295735568,0.42461116,0.080319218,,,
China,Super League,2024,29,2024-06-14,13:00,Tianjin Jinmen Tiger,Shanghai Port,0.67,1.66,0.0,3.0,0.469,2.062,A,5.53,4.61,1.46,,,,0.167021939,0.200353866,0.632624194,0.082683073,,,
China,Super League,2024,15,2024-06-15,12:35,Zhejiang Professional,Changchun Yatai,3.26,1.47,3.0,1.0,3.1819999999999995,1.329,H,1.41,4.95,5.83,,,,0.655007116,0.186577784,0.1584151,0.082766647,,,
China,Super League,2024,29,2024-06-15,13:00,Henan Songshan Longmen,Beijing Guoan,1.69,0.75,2.0,1.0,1.783,0.825,H,2.15,3.34,3.15,,,,0.429875993,0.276716583,0.293407424,0.081977794,,,
China,Super League,2024,15,2024-06-16,12:00,Cangzhou,Qingdao Hainiu,1.12,1.46,0.0,1.0,0.784,1.322,A,2.91,3.54,2.2,,,,0.317989172,0.261397878,0.42061295,0.080673942,,,
China,Super League,2024,15,2024-06-16,12:35,Shanghai Shenhua,Chengdu Rongcheng,0.86,3.13,1.0,1.0,0.9019999999999999,2.4909999999999997,D,1.94,3.32,3.78,,,,0.476743303,0.278578918,0.24467778,0.081219001,,,
China,Super League,2024,15,2024-06-16,13:00,Qingdao West Coast,Wuhan Three Towns,0.98,2.62,0.0,1.0,0.6859999999999999,2.134,A,5.25,4.22,1.52,,,,0.175499461,0.218334638,0.606165901,0.085337752,,,
China,Super League,2024,15,2024-06-18,12:35,Meizhou Hakka,Shanghai Port,0.5,2.21,1.0,2.0,0.6499999999999999,2.147,A,10.39,6.27,1.22,,,,0.089497546,0.148306141,0.762196313,0.075408155,,,
China,Super League,2024,16,2024-06-25,12:00,Henan Songshan Longmen,Qingdao West Coast,1.85,0.12,1.0,0.0,1.595,0.08399999999999999,H,1.3,5.3,8.19,,,,0.712244027,0.174701365,0.113054608,0.080010137,,,
China,Super League,2024,16,2024-06-25,12:35,Nantong Zhiyun,Tianjin Jinmen Tiger,1.27,1.28,1.0,1.0,1.1889999999999998,1.196,D,3.53,3.21,2.06,,,,0.262241381,0.288383824,0.449374794,0.080249492,,,
China,Super League,2024,24,2024-06-25,12:35,Shenzhen Xinpengcheng,Zhejiang Professional,1.58,3.75,3.0,2.0,2.006,3.225,H,3.1,3.57,2.09,,,,0.298364877,0.259084347,0.442550775,0.08116159,,,
China,Super League,2024,23,2024-06-25,13:00,Wuhan Three Towns,Shanghai Port,0.77,1.21,0.0,2.0,0.5389999999999999,1.447,A,7.52,5.44,1.31,,,,0.123110091,0.170181597,0.706708311,0.080161031,,,
China,Super League,2024,16,2024-06-26,12:00,Shanghai Shenhua,Meizhou Hakka,2.8,0.59,3.0,0.0,2.8599999999999994,0.413,H,1.11,7.85,19.12,,,,0.833711514,0.11788787,0.048400616,0.080590691,,,
China,Super League,2024,16,2024-06-26,12:35,Changchun Yatai,Shandong Taishan,3.36,1.37,2.0,2.0,2.952,1.559,D,3.48,3.59,1.94,,,,0.265733145,0.257590904,0.476675951,0.081371771,,,
China,Super League,2024,16,2024-06-26,12:35,Qingdao Hainiu,Chengdu Rongcheng,0.99,2.52,1.0,5.0,0.9929999999999999,3.264,A,5.46,4.17,1.52,,,,0.169449658,0.221869336,0.608681007,0.080853073,,,
China,Super League,2024,16,2024-06-26,13:00,Beijing Guoan,Cangzhou,2.34,0.77,4.0,0.0,2.838,0.5389999999999999,H,1.27,5.6,8.5,,,,0.726639901,0.164791549,0.10856855,0.083620062,,,
China,Super League,2024,17,2024-06-29,12:00,Wuhan Three Towns,Nantong Zhiyun,0.61,0.65,1.0,2.0,0.727,1.055,A,1.6,3.94,5.06,,,,0.580619983,0.235784765,0.183595252,0.076435565,,,
China,Super League,2024,12,2024-06-29,12:35,Shanghai Port,Zhejiang Professional,2.93,1.22,3.0,1.0,2.951,1.154,H,1.32,5.63,7.11,,,,0.704169679,0.165098397,0.130731924,0.075842627,,,
China,Super League,2024,17,2024-06-29,12:35,Tianjin Jinmen Tiger,Shenzhen Xinpengcheng,3.38,0.58,3.0,0.0,3.2659999999999996,0.40599999999999997,H,2.24,3.29,3.05,,,,0.414031135,0.281893539,0.304075326,0.078248792,,,
China,Super League,2024,15,2024-06-30,11:00,Qingdao West Coast,Shanghai Shenhua,0.86,2.75,0.0,1.0,0.602,2.2249999999999996,A,11.47,6.46,1.19,,,,0.080552933,0.143025099,0.776421968,0.082318854,,,
China,Super League,2024,17,2024-06-30,12:35,Changchun Yatai,Qingdao Hainiu,3.01,0.39,5.0,0.0,3.6069999999999998,0.27299999999999996,H,1.81,3.6,4.0,,,,0.511436284,0.257138798,0.231424918,0.080263966,,,
China,Super League,2024,17,2024-06-30,12:35,Chengdu Rongcheng,Cangzhou,3.85,0.84,4.0,0.0,3.8949999999999996,0.588,H,1.11,8.75,17.04,,,,0.838927591,0.106423957,0.054648452,0.073872061,,,
China,Super League,2024,17,2024-06-30,12:35,Meizhou Hakka,Henan Songshan Longmen,0.31,2.54,0.0,3.0,0.217,2.678,A,2.94,3.37,2.26,,,,0.315130501,0.274920971,0.409948528,0.079349836,,,
China,Super League,2024,17,2024-06-30,13:00,Beijing Guoan,Shandong Taishan,1.52,1.77,2.0,0.0,1.6639999999999997,1.2389999999999999,H,2.69,3.3,2.48,,,,0.344847928,0.281103311,0.374048761,0.078003321,,,
China,Super League,2024,18,2024-07-07,12:00,Nantong Zhiyun,Chengdu Rongcheng,0.38,1.77,0.0,1.0,0.26599999999999996,1.539,A,7.66,4.39,1.38,,,,0.120545841,0.21033739,0.669116769,0.082976417,,,
China,Super League,2024,18,2024-07-07,12:35,Beijing Guoan,Wuhan Three Towns,1.89,0.8,1.0,2.0,1.623,1.16,A,1.73,3.6,4.43,,,,0.534452193,0.256833971,0.208713836,0.081546094,,,
China,Super League,2024,18,2024-07-07,12:35,Qingdao Hainiu,Qingdao West Coast,1.42,1.46,3.0,1.0,1.8939999999999997,1.322,H,1.97,3.55,3.43,,,,0.469643732,0.260619198,0.26973707,0.080849544,,,
China,Super League,2024,18,2024-07-07,13:00,Zhejiang Professional,Meizhou Hakka,3.15,1.05,4.0,0.0,3.4049999999999994,0.735,H,1.21,6.64,9.98,,,,0.767182156,0.139802772,0.093015071,0.077249091,,,
China,Super League,2024,16,2024-07-13,07:30,Qingdao West Coast,Zhejiang Professional,3.0,1.61,5.0,2.0,3.5999999999999996,1.7269999999999999,H,3.45,3.9,1.91,,,,0.270936767,0.239674832,0.489388401,0.069825538,,,
China,Super League,2024,19,2024-07-13,12:35,Meizhou Hakka,Nantong Zhiyun,1.89,1.28,2.0,1.0,1.923,1.196,H,2.39,2.99,3.08,,,,0.388303502,0.310383067,0.301313432,0.077533527,,,
China,Super League,2024,23,2024-07-13,12:35,Shandong Taishan,Qingdao Hainiu,1.12,0.54,1.0,1.0,1.084,0.6779999999999999,D,1.45,4.83,5.5,,,,0.639450215,0.191967456,0.168582329,0.078512692,,,
China,Super League,2024,19,2024-07-13,13:00,Shanghai Shenhua,Changchun Yatai,3.72,1.19,3.0,2.0,3.504,1.4329999999999998,H,1.19,6.85,11.03,,,,0.780268442,0.135550284,0.084181273,0.076983367,,,
China,Super League,2024,19,2024-07-13,13:00,Shenzhen Xinpengcheng,Henan Songshan Longmen,0.58,1.03,0.0,0.0,0.40599999999999997,0.721,D,4.98,3.23,1.76,,,,0.186173244,0.2870411,0.526785656,0.078582554,,,
China,Super League,2024,6,2024-07-20,12:35,Wuhan Three Towns,Chengdu Rongcheng,1.73,1.67,1.0,1.0,1.511,1.4689999999999999,D,4.6,3.57,1.73,,,,0.202123308,0.260438996,0.537437697,0.075538031,,,
China,Super League,2024,20,2024-07-21,11:00,Qingdao West Coast,Meizhou Hakka,1.66,2.15,3.0,3.0,2.062,2.405,D,1.83,3.63,3.9,,,,0.506749138,0.255468574,0.237782288,0.078340438,,,
China,Super League,2024,20,2024-07-21,12:00,Nantong Zhiyun,Shandong Taishan,1.02,0.89,0.0,2.0,0.714,1.2229999999999999,A,5.7,3.79,1.56,,,,0.162395557,0.244236062,0.593368381,0.08031648,,,
China,Super League,2024,8,2024-07-21,12:35,Beijing Guoan,Tianjin Jinmen Tiger,1.94,1.13,2.0,0.0,1.9579999999999997,0.7909999999999999,H,1.76,3.8,4.05,,,,0.526946518,0.24405944,0.228994042,0.078253293,,,
China,Super League,2024,15,2024-07-21,12:35,Henan Songshan Longmen,Zhejiang Professional,1.65,2.11,2.0,1.0,1.755,1.777,H,1.95,3.82,3.3,,,,0.47587769,0.242921857,0.281200453,0.077630921,,,
China,Super League,2024,24,2024-07-21,12:35,Shanghai Port,Qingdao Hainiu,3.47,0.38,5.0,0.0,3.929,0.26599999999999996,H,1.06,11.44,21.77,,,,0.87615681,0.081182362,0.042660828,0.076743586,,,
China,Super League,2024,20,2024-07-21,12:35,Shenzhen Xinpengcheng,Changchun Yatai,1.28,1.68,2.0,1.0,1.496,1.476,H,2.9,3.28,2.35,,,,0.320698981,0.28354483,0.395756189,0.07523755,,,
China,Super League,2024,20,2024-07-22,12:35,Cangzhou,Shanghai Shenhua,0.25,3.77,0.0,5.0,0.175,4.138999999999999,A,10.77,5.64,1.24,,,,0.086243637,0.164688647,0.749067716,0.076607088,,,
China,Super League,2024,21,2024-07-26,12:35,Shanghai Port,Nantong Zhiyun,4.05,1.08,8.0,1.0,5.234999999999999,1.056,H,1.04,14.14,26.62,,,,0.898780603,0.066105504,0.035113893,0.069825559,,,
China,Super League,2024,7,2024-07-26,13:00,Shenzhen Xinpengcheng,Beijing Guoan,0.55,0.52,1.0,0.0,0.685,0.364,H,3.34,3.21,2.13,,,,0.277117809,0.288340649,0.434541542,0.080411245,,,
China,Super League,2024,21,2024-07-27,12:00,Changchun Yatai,Cangzhou,1.47,0.16,1.0,0.0,1.329,0.11199999999999999,H,1.35,4.83,7.68,,,,0.687150931,0.192060819,0.12078825,0.077988412,,,
China,Super League,2024,25,2024-07-27,12:35,Tianjin Jinmen Tiger,Qingdao West Coast,2.21,0.75,2.0,1.0,2.147,0.825,H,1.51,4.49,5.16,,,,0.613896698,0.206455237,0.179648065,0.078767254,,,
China,Super League,2024,21,2024-07-28,12:35,Qingdao Hainiu,Meizhou Hakka,2.63,2.23,4.0,2.0,3.0409999999999995,2.161,H,2.18,3.53,2.96,,,,0.424799772,0.262340936,0.312859292,0.079839553,,,
China,Super League,2024,23,2024-07-28,12:35,Zhejiang Professional,Chengdu Rongcheng,1.59,3.21,1.0,3.0,1.413,3.147,A,2.97,3.96,2.05,,,,0.312619138,0.234464354,0.452916508,0.077030467,,,
China,Super League,2024,21,2024-07-28,13:00,Henan Songshan Longmen,Shandong Taishan,1.12,2.42,1.0,0.0,1.084,1.694,H,2.21,3.17,3.23,,,,0.419926096,0.292756048,0.287317855,0.077543624,,,
China,Super League,2024,28,2024-07-29,12:35,Wuhan Three Towns,Shanghai Shenhua,0.52,1.42,0.0,2.0,0.364,1.5939999999999999,A,5.65,4.35,1.5,,,,0.164866401,0.21413682,0.620996778,0.073542875,,,
China,Super League,2024,2,2024-08-03,11:35,Qingdao Hainiu,Changchun Yatai,1.31,1.16,0.0,1.0,0.9169999999999999,1.1119999999999999,A,2.28,3.45,2.87,,,,0.407283093,0.269161001,0.323555907,0.076883619,,,
China,Super League,2024,2,2024-08-03,12:00,Shanghai Shenhua,Qingdao West Coast,4.53,0.24,2.0,0.0,3.771,0.16799999999999998,H,1.24,5.62,11.27,,,,0.751502711,0.165811986,0.082685303,0.073118701,,,
China,Super League,2024,24,2024-08-16,12:00,Henan Songshan Longmen,Cangzhou,0.8,0.92,0.0,2.0,0.5599999999999999,1.244,A,2.68,3.27,2.51,,,,0.346344222,0.28385398,0.369801798,0.0773511,,,
China,Super League,2024,24,2024-08-16,12:35,Tianjin Jinmen Tiger,Wuhan Three Towns,1.98,0.94,1.0,0.0,1.686,0.6579999999999999,H,1.98,3.57,3.45,,,,0.469806722,0.260565073,0.269628206,0.075017622,,,
China,Super League,2024,24,2024-08-16,13:00,Beijing Guoan,Zhejiang Professional,1.07,0.78,0.0,0.0,0.749,0.5459999999999999,D,1.74,4.33,3.67,,,,0.533059833,0.214208801,0.252731365,0.07813909,,,
China,Super League,2024,24,2024-08-16,13:00,Nantong Zhiyun,Qingdao West Coast,0.69,0.73,0.0,3.0,0.48299999999999993,1.411,A,2.1,3.47,3.18,,,,0.441391062,0.267124274,0.291484664,0.078840323,,,
China,Super League,2024,24,2024-08-17,12:00,Qingdao Hainiu,Shenzhen Xinpengcheng,0.4,0.63,1.0,0.0,0.58,0.44099999999999995,H,2.5,3.32,2.65,,,,0.370863719,0.279264848,0.349871433,0.07856331,,,
China,Super League,2024,24,2024-08-17,12:35,Meizhou Hakka,Changchun Yatai,1.94,0.9,2.0,1.0,1.9579999999999997,0.9299999999999999,H,2.04,3.73,3.13,,,,0.45481957,0.248748505,0.296431925,0.077781411,,,
China,Super League,2024,24,2024-08-17,12:35,Shanghai Shenhua,Shanghai Port,2.51,1.18,3.0,1.0,2.6569999999999996,1.126,H,3.39,3.83,1.91,,,,0.273225044,0.241836266,0.48493869,0.079642066,,,
China,Super League,2024,24,2024-08-17,13:00,Shandong Taishan,Chengdu Rongcheng,1.09,2.87,3.0,0.0,1.6629999999999998,2.009,H,6.75,4.61,1.4,,,,0.137256361,0.200971896,0.661771743,0.079353602,,,
China,Super League,2024,2,2024-09-03,07:30,Henan Songshan Longmen,Meizhou Hakka,2.66,1.3,2.0,2.0,2.4619999999999997,1.5099999999999998,D,1.69,3.76,4.58,,,,0.549914738,0.247169124,0.202916137,0.076014034,,,
China,Super League,2024,2,2024-09-03,11:35,Shandong Taishan,Beijing Guoan,1.2,1.02,0.0,0.0,0.84,0.714,D,2.85,3.34,2.34,,,,0.32560116,0.277833325,0.396565515,0.077628818,,,
China,Super League,2024,2,2024-09-03,11:35,Zhejiang Professional,Shanghai Port,0.94,1.15,0.0,0.0,0.6579999999999999,0.8049999999999999,D,2.5,3.54,2.54,,,,0.371682733,0.262487806,0.365829461,0.076186663,,,
China,Super League,2024,2,2024-09-03,12:00,Nantong Zhiyun,Wuhan Three Towns,0.79,1.27,1.0,3.0,0.853,1.7889999999999997,A,2.71,3.38,2.44,,,,0.343355787,0.275294137,0.381350075,0.074697744,,,
China,Super League,2024,5,2024-09-04,11:00,Nantong Zhiyun,Shanghai Port,0.37,2.45,0.0,3.0,0.259,2.615,A,6.23,4.55,1.43,,,,0.148679559,0.203576627,0.647743814,0.079594563,,,
China,Super League,2024,5,2024-09-04,12:35,Beijing Guoan,Shenzhen Xinpengcheng,1.98,1.24,1.0,2.0,1.686,1.468,A,1.76,3.57,4.4,,,,0.5282628,0.26043208,0.21130512,0.07556659,,,
China,Super League,2024,5,2024-09-04,12:35,Shandong Taishan,Henan Songshan Longmen,2.58,0.64,2.0,2.0,2.4059999999999997,1.048,D,1.5,4.49,5.42,,,,0.620798555,0.207393727,0.171807718,0.073885661,,,
China,Super League,2024,5,2024-09-04,13:00,Shanghai Shenhua,Wuhan Three Towns,2.07,0.43,4.0,1.0,2.649,0.601,H,1.39,4.62,6.97,,,,0.666536953,0.200538174,0.132924873,0.0793467,,,
China,Super League,2024,23,2024-09-08,12:35,Cangzhou,Shandong Taishan,1.63,1.12,3.0,1.0,2.0409999999999995,1.084,H,4.08,3.48,1.84,,,,0.227800546,0.267076503,0.505122951,0.075932622,,,
China,Super League,2024,23,2024-09-08,12:35,Shanghai Port,Meizhou Hakka,4.83,1.05,7.0,2.0,5.481,1.335,H,1.02,16.06,37.96,,,,0.917109598,0.058247309,0.024643092,0.069002177,,,
China,Super League,2024,23,2024-09-08,12:35,Shenzhen Xinpengcheng,Chengdu Rongcheng,0.44,1.96,0.0,3.0,0.308,2.272,A,6.06,4.11,1.49,,,,0.152868579,0.225397467,0.621733953,0.079466444,,,
China,Super League,2024,25,2024-09-13,12:00,Shanghai Port,Shenzhen Xinpengcheng,2.9,0.96,2.0,0.0,2.63,0.6719999999999999,H,1.07,10.6,21.85,,,,0.869630517,0.087783458,0.042586025,0.074685652,,,
China,Super League,2024,2,2024-09-13,12:35,Zhejiang Professional,Shanghai Shenhua,2.91,1.95,3.0,4.0,2.937,2.565,A,2.71,3.66,2.29,,,,0.342015596,0.253241056,0.404743348,0.078908956,,,
China,Super League,2024,25,2024-09-13,13:00,Shandong Taishan,Qingdao West Coast,2.66,0.46,0.0,1.0,1.8619999999999999,0.622,A,1.9,3.68,3.58,,,,0.488512481,0.252221118,0.259266401,0.077384529,,,
China,Super League,2024,25,2024-09-14,12:35,Changchun Yatai,Nantong Zhiyun,1.91,0.82,3.0,2.0,2.237,1.174,H,1.69,3.67,4.72,,,,0.549891275,0.253219688,0.196889037,0.076059947,,,
China,Super League,2024,20,2024-09-14,12:35,Chengdu Rongcheng,Beijing Guoan,1.01,0.45,2.0,2.0,1.307,0.915,D,1.32,5.11,7.87,,,,0.70124134,0.181142577,0.117616082,0.080335277,,,
China,Super League,2024,13,2024-09-14,12:35,Tianjin Jinmen Tiger,Henan Songshan Longmen,3.29,1.06,1.0,0.0,2.6029999999999998,0.742,H,2.31,3.21,2.99,,,,0.401251677,0.288751207,0.309997115,0.078875073,,,
China,Super League,2024,25,2024-09-14,13:00,Cangzhou,Meizhou Hakka,1.32,2.23,2.0,1.0,1.524,1.861,H,2.82,3.32,2.37,,,,0.329026269,0.27947412,0.391499611,0.077755677,,,
China,Super League,2024,25,2024-09-15,12:00,Qingdao Hainiu,Wuhan Three Towns,1.6,1.59,1.0,1.0,1.42,1.413,D,3.22,3.29,2.16,,,,0.288228948,0.282096417,0.429674635,0.077473337,,,
China,Super League,2024,26,2024-09-20,12:35,Meizhou Hakka,Beijing Guoan,1.04,0.94,1.0,3.0,1.028,1.5579999999999998,A,2.73,3.55,2.33,,,,0.340056488,0.261508229,0.398435284,0.077175057,,,
China,Super League,2024,26,2024-09-21,11:00,Changchun Yatai,Shanghai Port,1.63,1.84,3.0,4.0,2.0409999999999995,2.488,A,11.11,7.3,1.18,,,,0.083771935,0.127494,0.788734065,0.074452929,,,
China,Super League,2024,26,2024-09-21,12:35,Henan Songshan Longmen,Chengdu Rongcheng,0.64,1.85,2.0,0.0,1.048,1.295,H,5.08,3.96,1.6,,,,0.18322306,0.235043724,0.581733216,0.074375646,,,
China,Super League,2024,14,2024-09-21,12:35,Shandong Taishan,Wuhan Three Towns,0.42,0.5,0.0,0.0,0.294,0.35,D,2.65,3.5,2.42,,,,0.350608494,0.265460717,0.383930789,0.076295917,,,
China,Super League,2024,19,2024-09-21,13:00,Shanghai Shenhua,Tianjin Jinmen Tiger,2.48,0.34,2.0,1.0,2.336,0.538,H,1.18,6.77,11.82,,,,0.784849781,0.136798042,0.078352178,0.079770483,,,
China,Super League,2024,3,2024-09-22,08:30,Qingdao West Coast,Shenzhen Xinpengcheng,1.79,1.05,3.0,2.0,2.1529999999999996,1.335,H,2.46,3.39,2.66,,,,0.377290757,0.273786213,0.348923031,0.077429165,,,
China,Super League,2024,26,2024-09-22,12:00,Nantong Zhiyun,Qingdao Hainiu,1.9,2.56,2.0,1.0,1.9299999999999997,2.0919999999999996,H,2.17,3.36,3.12,,,,0.427104723,0.275838467,0.29705681,0.078961361,,,
China,Super League,2024,26,2024-09-22,13:00,Zhejiang Professional,Cangzhou,5.26,1.37,2.0,2.0,4.281999999999999,1.559,D,1.45,4.73,5.63,,,,0.639344184,0.19599346,0.164662356,0.078691556,,,
China,Super League,2024,27,2024-09-28,08:30,Qingdao Hainiu,Shanghai Shenhua,0.94,0.66,0.0,1.0,0.6579999999999999,0.762,A,8.5,5.6,1.28,,,,0.109188399,0.165732391,0.72507921,0.077468487,,,
China,Super League,2024,2,2024-09-28,11:00,Shanghai Port,Qingdao West Coast,4.05,1.72,2.0,1.0,3.4349999999999996,1.504,H,1.13,9.05,13.13,,,,0.825815432,0.103112866,0.071071701,0.071614452,,,
China,Super League,2024,27,2024-09-28,12:35,Beijing Guoan,Changchun Yatai,4.26,1.15,8.0,1.0,5.382,1.105,H,1.58,3.96,5.2,,,,0.587255595,0.234309051,0.178435354,0.077744337,,,
China,Super League,2024,27,2024-09-28,12:35,Nantong Zhiyun,Zhejiang Professional,1.7,0.64,3.0,2.0,2.09,1.048,H,3.16,3.87,1.99,,,,0.293730858,0.239842251,0.466426891,0.077366192,,,
China,Super League,2024,27,2024-09-28,13:00,Shenzhen Xinpengcheng,Shandong Taishan,1.16,2.45,1.0,4.0,1.1119999999999999,2.915,A,2.03,3.34,3.47,,,,0.456038184,0.277172908,0.266788909,0.080196473,,,
China,Super League,2024,27,2024-09-29,12:35,Chengdu Rongcheng,Meizhou Hakka,1.43,1.15,2.0,0.0,1.601,0.8049999999999999,H,1.21,6.58,9.98,,,,0.7662054,0.140897953,0.092896647,0.078622366,,,
