Country,League,Season,Round,Date,Time,Home,Away,HxG,AxG,HG,AG,HExpG+,AExpG+,Res,AvgBookmakerCH,AvgBookmakerCD,AvgBookmakerCA,Model_Home_Prob,Model_Draw_Prob,Model_Away_Prob,NoVig_HProb_Avg,NoVig_DProb_Avg,NoVig_AProb_Avg,AvgMargin,Home_EV,Draw_EV,Away_EV
China,Super League,2025,9,2025-04-27,12:35,Qingdao Hainiu,Meizhou Hakka,1.62,2.09,1.0,1.0,1.434,1.763,D,3.31,3.44,2.1,,,,0.282613628,0.271933462,0.445452909,0.069002954,,,
China,Super League,2025,9,2025-04-27,12:35,Zhejiang Professional,Qingdao West Coast,1.07,1.24,2.0,1.0,1.349,1.168,H,1.91,3.87,3.5,,,,0.490375321,0.242019861,0.267604818,0.067672428,,,
China,Super League,2025,5,2025-05-04,12:35,Shenzhen Xinpengcheng,Henan Songshan Longmen,0.43,3.03,1.0,3.0,0.601,3.0209999999999995,A,2.21,3.23,3.22,,,,0.421843756,0.288629939,0.289526305,0.072645217,,,
China,Super League,2025,11,2025-05-05,08:30,Dalian Yingbo,Beijing Guoan,0.23,2.12,0.0,2.0,0.161,2.084,A,4.02,3.87,1.79,,,,0.233395664,0.242442007,0.524162329,0.06581337,,,
China,Super League,2025,11,2025-05-05,11:30,Wuhan Three Towns,Shanghai Port,1.36,2.23,0.0,2.0,0.952,2.161,A,3.05,3.82,2.09,,,,0.306959434,0.245085412,0.447955155,0.068117857,,,
China,Super League,2025,11,2025-05-05,11:30,Henan Songshan Longmen,Tianjin Jinmen Tiger,3.25,1.29,3.0,4.0,3.175,2.1029999999999998,A,2.23,3.43,3.05,,,,0.419939868,0.27302213,0.307038002,0.067844535,,,
China,Super League,2025,11,2025-05-05,12:30,Chengdu Rongcheng,Zhejiang Professional,2.1,0.88,2.0,1.0,2.07,0.9159999999999999,H,1.28,5.76,8.64,,,,0.72972973,0.162162162,0.108108108,0.070601852,,,
China,Super League,2025,11,2025-05-05,12:30,Qingdao Hainiu,Changchun Yatai,2.5,1.89,3.0,0.0,2.65,1.323,H,1.85,3.65,3.99,,,,0.50748323,0.257217528,0.235299242,0.06513971,,,
China,Super League,2025,11,2025-05-05,12:30,Yunnan Yukun,Shandong Taishan,1.78,1.26,3.0,2.0,2.146,1.4819999999999998,H,2.6,3.65,2.44,,,,0.359983832,0.256426839,0.383589329,0.068424053,,,
China,Super League,2025,12,2025-05-11,12:30,Changchun Yatai,Henan Songshan Longmen,0.5,1.58,0.0,1.0,0.35,1.406,A,2.24,3.84,3.01,,,,,,,,,,
China,Super League,2025,12,2025-05-11,12:30,Wuhan Three Towns,Dalian Yingbo,1.94,0.78,2.0,2.0,1.9579999999999997,1.146,D,1.93,3.6,4.06,,,,,,,,,,
China,Super League,2025,13,2025-05-16,12:35,Zhejiang Professional,Henan Songshan Longmen,1.49,1.13,2.0,2.0,1.6429999999999998,1.391,D,2.6,3.62,2.65,,,,,,,,,,
China,Super League,2025,13,2025-05-16,13:00,Yunnan Yukun,Meizhou Hakka,2.03,0.23,2.0,0.0,2.021,0.161,H,1.41,5.26,6.77,,,,,,,,,,
China,Super League,2025,16,2025-05-17,11:00,Dalian Yingbo,Shanghai Shenhua,1.32,3.74,0.0,3.0,0.9239999999999999,3.518,A,5.46,4.06,1.63,,,,,,,,,,
China,Super League,2025,13,2025-05-17,12:00,Changchun Yatai,Tianjin Jinmen Tiger,0.88,1.54,1.0,2.0,0.9159999999999999,1.678,A,3.12,3.65,2.24,,,,,,,,,,
China,Super League,2025,13,2025-05-17,12:35,Chengdu Rongcheng,Qingdao West Coast,2.48,0.67,1.0,1.0,2.036,0.7689999999999999,D,1.2,7.3,12.44,,,,,,,,,,
China,Super League,2025,13,2025-05-17,12:35,Qingdao Hainiu,Beijing Guoan,0.64,1.78,1.0,1.0,0.748,1.546,D,7.47,4.9,1.41,,,,,,,,,,
China,Super League,2025,13,2025-05-17,13:00,Shanghai Port,Shandong Taishan,1.5,3.05,1.0,1.0,1.3499999999999999,2.4349999999999996,D,1.97,4.54,3.2,,,,,,,,,,
China,Super League,2025,5,2025-06-04,08:30,Changchun Yatai,Shandong Taishan,0.89,2.38,1.0,2.0,0.923,2.266,A,4.28,4.02,1.7,,,,0.218229892,0.232344263,0.549425845,0.070636373,,,
China,Super League,2025,5,2025-06-04,11:30,Qingdao West Coast,Tianjin Jinmen Tiger,1.56,0.97,2.0,2.0,1.6919999999999997,1.279,D,2.76,3.5,2.37,,,,0.33862395,0.267029172,0.394346878,0.069974055,,,
China,Super League,2025,5,2025-06-04,12:00,Chengdu Rongcheng,Dalian Yingbo,1.32,0.51,2.0,0.0,1.524,0.357,H,1.25,5.69,10.85,,,,0.749124819,0.164570479,0.086304703,0.067912823,,,
China,Super League,2025,5,2025-06-04,12:00,Meizhou Hakka,Wuhan Three Towns,1.69,1.13,3.0,1.0,2.0829999999999997,1.091,H,2.93,3.48,2.27,,,,0.31921316,0.268762805,0.412024035,0.069181885,,,
China,Super League,2025,5,2025-06-04,12:35,Beijing Guoan,Zhejiang Professional,3.83,0.81,2.0,0.0,3.281,0.567,H,1.76,3.87,4.11,,,,0.531066259,0.241518506,0.227415235,0.069888753,,,
China,Super League,2025,5,2025-06-04,12:35,Shanghai Port,Shanghai Shenhua,0.98,1.5,1.0,1.0,0.986,1.3499999999999999,D,3.09,3.45,2.19,,,,0.302424439,0.270867106,0.426708455,0.070100672,,,
China,Super League,2025,5,2025-06-04,13:00,Yunnan Yukun,Qingdao Hainiu,1.94,0.69,1.0,0.0,1.658,0.48299999999999993,H,1.67,3.73,4.9,,,,0.559116036,0.250328091,0.190555873,0.070980543,,,
China,Super League,2025,11,2025-06-05,12:30,Meizhou Hakka,Shanghai Shenhua,0.62,2.67,1.0,3.0,0.734,2.7689999999999997,A,4.59,4.39,1.61,,,,0.204227936,0.21353217,0.582239893,0.066773369,,,
China,Super League,2025,11,2025-06-05,12:30,Qingdao West Coast,Shenzhen Xinpengcheng,1.61,0.15,0.0,0.0,1.127,0.105,D,1.87,3.58,3.98,,,,0.50195874,0.262196325,0.235844935,0.065345249,,,
China,Super League,2025,14,2025-06-13,13:00,Dalian Yingbo,Meizhou Hakka,1.69,0.21,1.0,0.0,1.4829999999999999,0.147,H,2.51,3.75,2.68,,,,,,,,,,
China,Super League,2025,14,2025-06-13,13:00,Wuhan Three Towns,Qingdao Hainiu,2.03,0.91,2.0,0.0,2.021,0.637,H,1.67,4.0,5.17,,,,,,,,,,
China,Super League,2025,14,2025-06-14,13:00,Zhejiang Professional,Shanghai Port,1.84,2.76,2.0,2.0,1.888,2.5319999999999996,D,3.16,3.79,2.18,,,,,,,,,,
China,Super League,2025,14,2025-06-14,13:00,Beijing Guoan,Changchun Yatai,1.22,0.36,2.0,1.0,1.454,0.552,H,1.19,7.57,13.62,,,,,,,,,,
China,Super League,2025,29,2025-06-14,13:00,Qingdao West Coast,Yunnan Yukun,1.05,0.73,0.0,0.0,0.735,0.511,D,2.3,3.79,2.93,,,,,,,,,,
China,Super League,2025,14,2025-06-14,13:00,Henan Songshan Longmen,Chengdu Rongcheng,2.2,0.97,3.0,2.0,2.44,1.279,H,3.12,3.5,2.31,,,,,,,,,,
China,Super League,2025,29,2025-06-14,13:00,Shenzhen Xinpengcheng,Shanghai Shenhua,0.79,1.8,3.0,1.0,1.4529999999999998,1.56,H,6.01,4.2,1.56,,,,,,,,,,
China,Super League,2025,7,2025-06-14,13:00,Tianjin Jinmen Tiger,Shandong Taishan,1.55,1.04,1.0,0.0,1.385,0.728,H,3.67,4.1,1.91,,,,,,,,,,
China,Super League,2025,28,2025-06-17,13:00,Beijing Guoan,Qingdao West Coast,1.64,1.42,1.0,0.0,1.448,0.9939999999999999,H,1.32,5.62,9.29,,,,,,,,,,
China,Super League,2025,16,2025-06-18,13:00,Henan Songshan Longmen,Shanghai Port,1.58,1.47,1.0,3.0,1.406,1.9289999999999998,A,2.76,4.11,2.31,,,,,,,,,,
China,Super League,2025,13,2025-06-18,13:00,Shenzhen Xinpengcheng,Wuhan Three Towns,1.34,2.7,1.0,2.0,1.238,2.4899999999999998,A,2.83,3.23,2.66,,,,,,,,,,
China,Super League,2025,19,2025-06-25,12:30,Shanghai Shenhua,Tianjin Jinmen Tiger,1.58,0.38,3.0,0.0,2.006,0.26599999999999996,H,1.24,6.51,10.8,,,,,,,,,,
China,Super League,2025,3,2025-06-25,12:30,Qingdao Hainiu,Zhejiang Professional,1.98,2.35,0.0,3.0,1.386,2.545,A,3.48,3.54,2.13,,,,,,,,,,
China,Super League,2025,15,2025-06-25,12:30,Meizhou Hakka,Beijing Guoan,0.5,2.18,0.0,4.0,0.35,2.726,A,4.37,4.3,1.72,,,,,,,,,,
China,Super League,2025,14,2025-06-25,12:30,Shandong Taishan,Wuhan Three Towns,5.01,1.08,3.0,1.0,4.407,1.056,H,1.43,5.1,6.63,,,,,,,,,,
China,Super League,2025,15,2025-06-25,12:30,Changchun Yatai,Qingdao West Coast,1.02,1.85,1.0,0.0,1.014,1.295,H,3.12,3.47,2.32,,,,,,,,,,
China,Super League,2025,15,2025-06-25,12:30,Chengdu Rongcheng,Shenzhen Xinpengcheng,4.5,0.34,5.0,0.0,4.65,0.238,H,1.17,7.66,17.19,,,,,,,,,,
China,Super League,2025,16,2025-06-26,12:35,Shanghai Port,Dalian Yingbo,2.16,1.32,3.0,0.0,2.412,0.9239999999999999,H,1.44,4.89,6.64,,,,,,,,,,
China,Super League,2025,16,2025-06-26,13:00,Yunnan Yukun,Henan Songshan Longmen,1.21,1.11,2.0,1.0,1.447,1.077,H,3.02,3.85,2.23,,,,,,,,,,
China,Super League,2025,16,2025-06-29,11:30,Changchun Yatai,Shanghai Shenhua,0.69,1.28,1.0,2.0,0.7829999999999999,1.496,A,12.76,6.76,1.22,,,,,,,,,,
China,Super League,2025,16,2025-06-29,11:30,Qingdao West Coast,Qingdao Hainiu,0.9,2.59,1.0,0.0,0.9299999999999999,1.8129999999999997,H,1.85,3.8,4.21,,,,,,,,,,
China,Super League,2025,16,2025-06-29,12:00,Meizhou Hakka,Tianjin Jinmen Tiger,0.73,0.5,1.0,2.0,0.8109999999999999,0.95,A,2.8,3.71,2.42,,,,,,,,,,
China,Super League,2025,6,2025-06-29,12:35,Wuhan Three Towns,Chengdu Rongcheng,1.73,1.67,2.0,2.0,1.811,1.7689999999999997,D,8.13,5.66,1.34,,,,,,,,,,
China,Super League,2025,16,2025-06-30,12:00,Henan Songshan Longmen,Shandong Taishan,3.04,1.27,2.0,2.0,2.7279999999999998,1.4889999999999999,D,2.41,3.78,2.79,,,,,,,,,,
China,Super League,2025,24,2025-06-30,12:35,Beijing Guoan,Yunnan Yukun,2.7,0.84,2.0,1.0,2.4899999999999998,0.8879999999999999,H,1.43,5.04,6.93,,,,,,,,,,
China,Super League,2025,16,2025-06-30,12:35,Dalian Yingbo,Zhejiang Professional,1.18,0.81,1.0,0.0,1.126,0.567,H,2.85,3.68,2.4,,,,,,,,,,
China,Super League,2025,25,2025-06-30,13:00,Shenzhen Xinpengcheng,Shanghai Port,1.01,1.82,1.0,2.0,1.007,1.874,A,5.09,4.53,1.6,,,,,,,,,,
China,Super League,2025,17,2025-07-18,12:35,Changchun Yatai,Shanghai Port,1.56,1.61,1.0,3.0,1.392,2.027,A,7.08,4.99,1.44,,,,,,,,,,
China,Super League,2025,17,2025-07-18,12:35,Wuhan Three Towns,Qingdao West Coast,0.77,0.71,1.0,1.0,0.839,0.7969999999999999,D,2.45,3.59,2.84,,,,,,,,,,
China,Super League,2025,12,2025-07-18,12:35,Tianjin Jinmen Tiger,Chengdu Rongcheng,1.41,1.98,2.0,1.0,1.5869999999999997,1.686,H,4.95,4.19,1.66,,,,,,,,,,
China,Super League,2025,25,2025-07-18,12:35,Zhejiang Professional,Yunnan Yukun,2.4,0.35,3.0,1.0,2.58,0.5449999999999999,H,1.75,4.15,4.39,,,,,,,,,,
China,Super League,2025,3,2025-07-18,12:35,Beijing Guoan,Shanghai Shenhua,1.37,0.57,1.0,3.0,1.259,1.299,A,2.12,3.35,3.72,,,,,,,,,,
China,Super League,2025,15,2025-07-18,12:35,Shenzhen Xinpengcheng,Qingdao Hainiu,3.19,1.36,4.0,0.0,3.433,0.952,H,1.93,3.64,4.02,,,,,,,,,,
China,Super League,2025,17,2025-07-18,12:35,Henan Songshan Longmen,Meizhou Hakka,2.51,1.38,1.0,1.0,2.0569999999999995,1.2659999999999998,D,1.37,5.24,8.0,,,,,,,,,,
China,Super League,2025,19,2025-07-19,12:35,Dalian Yingbo,Shandong Taishan,0.93,1.13,2.0,0.0,1.251,0.7909999999999999,H,2.87,3.71,2.38,,,,,,,,,,
China,Super League,2025,2,2025-07-26,12:35,Shanghai Port,Qingdao West Coast,4.05,1.72,2.0,2.0,3.4349999999999996,1.8039999999999998,D,1.36,5.26,8.26,,,,,,,,,,
China,Super League,2025,20,2025-07-26,12:35,Chengdu Rongcheng,Beijing Guoan,2.38,0.93,2.0,0.0,2.266,0.651,H,1.73,3.95,4.72,,,,,,,,,,
China,Super League,2025,20,2025-07-26,12:35,Yunnan Yukun,Shenzhen Xinpengcheng,3.57,0.87,3.0,1.0,3.3989999999999996,0.909,H,1.64,4.22,5.13,,,,,,,,,,
China,Super League,2025,20,2025-07-27,12:35,Qingdao Hainiu,Tianjin Jinmen Tiger,2.34,1.08,2.0,0.0,2.238,0.756,H,3.07,3.51,2.34,,,,,,,,,,
China,Super League,2025,18,2025-07-27,12:35,Changchun Yatai,Dalian Yingbo,0.63,1.39,0.0,2.0,0.44099999999999995,1.573,A,3.14,3.58,2.27,,,,,,,,,,
China,Super League,2025,23,2025-07-27,12:35,Shanghai Shenhua,Henan Songshan Longmen,2.38,1.34,3.0,2.0,2.566,1.5379999999999998,H,1.53,4.64,5.68,,,,,,,,,,
China,Super League,2025,18,2025-07-27,12:35,Zhejiang Professional,Wuhan Three Towns,1.23,1.49,3.0,2.0,1.761,1.6429999999999998,H,1.63,4.42,4.91,,,,,,,,,,
China,Super League,2025,18,2025-07-27,12:35,Shandong Taishan,Meizhou Hakka,3.38,0.37,3.0,0.0,3.2659999999999996,0.259,H,1.25,6.65,9.96,,,,,,,,,,
China,Super League,2025,20,2025-08-08,12:35,Dalian Yingbo,Chengdu Rongcheng,0.3,0.46,0.0,2.0,0.21,0.9219999999999999,A,4.54,3.82,1.79,,,,,,,,,,
China,Super League,2025,20,2025-08-08,12:35,Henan Songshan Longmen,Shenzhen Xinpengcheng,3.81,1.81,4.0,1.0,3.867,1.567,H,1.55,4.6,5.54,,,,,,,,,,
China,Super League,2025,21,2025-08-15,12:35,Shanghai Port,Henan Songshan Longmen,1.38,1.37,4.0,1.0,2.166,1.259,H,1.28,5.41,10.68,,,,,,,,,,
China,Super League,2025,21,2025-08-15,12:35,Yunnan Yukun,Wuhan Three Towns,2.76,0.69,2.0,1.0,2.5319999999999996,0.7829999999999999,H,1.67,4.14,4.94,,,,,,,,,,
China,Super League,2025,15,2025-08-16,12:35,Tianjin Jinmen Tiger,Dalian Yingbo,1.7,0.7,2.0,0.0,1.79,0.48999999999999994,H,2.12,3.51,3.54,,,,,,,,,,
China,Super League,2025,21,2025-08-16,12:35,Changchun Yatai,Meizhou Hakka,1.06,1.82,1.0,0.0,1.042,1.274,H,1.97,3.82,3.69,,,,,,,,,,
China,Super League,2025,13,2025-08-16,12:35,Qingdao West Coast,Beijing Guoan,2.06,1.15,1.0,3.0,1.742,1.7049999999999998,A,3.93,4.06,1.85,,,,,,,,,,
China,Super League,2025,2,2025-08-16,12:35,Zhejiang Professional,Shanghai Shenhua,2.91,1.95,0.0,0.0,2.037,1.365,D,3.58,4.15,1.92,,,,,,,,,,
China,Super League,2025,21,2025-08-16,12:35,Shenzhen Xinpengcheng,Shandong Taishan,0.77,2.86,1.0,3.0,0.839,2.9019999999999997,A,3.59,4.2,1.91,,,,,,,,,,
China,Super League,2025,2,2025-08-16,12:35,Chengdu Rongcheng,Qingdao Hainiu,1.79,0.6,0.0,0.0,1.253,0.42,D,1.32,5.8,8.91,,,,,,,,,,
China,Super League,2025,23,2025-08-20,12:35,Zhejiang Professional,Tianjin Jinmen Tiger,2.04,1.15,2.0,0.0,2.028,0.8049999999999999,H,1.68,4.12,4.84,,,,,,,,,,
China,Super League,2025,22,2025-08-23,12:35,Qingdao Hainiu,Shanghai Shenhua,1.66,1.93,0.0,2.0,1.162,1.951,A,7.67,5.12,1.39,,,,,,,,,,
China,Super League,2025,22,2025-08-23,12:35,Yunnan Yukun,Chengdu Rongcheng,1.37,2.42,1.0,5.0,1.259,3.194,A,5.59,4.27,1.58,,,,,,,,,,
China,Super League,2025,22,2025-08-24,12:35,Changchun Yatai,Shenzhen Xinpengcheng,0.72,1.21,1.0,0.0,0.804,0.847,H,2.39,3.5,2.98,,,,,,,,,,
China,Super League,2025,22,2025-08-24,12:35,Meizhou Hakka,Zhejiang Professional,1.71,1.92,2.0,2.0,1.7969999999999997,1.944,D,3.14,3.95,2.14,,,,,,,,,,
China,Super League,2025,14,2025-08-24,12:35,Shanghai Port,Tianjin Jinmen Tiger,1.61,1.25,1.0,1.0,1.427,1.175,D,1.29,5.91,9.16,,,,,,,,,,
China,Super League,2025,21,2025-08-24,12:35,Henan Songshan Longmen,Dalian Yingbo,2.04,1.26,4.0,0.0,2.628,0.8819999999999999,H,1.65,4.12,5.15,,,,,,,,,,
China,Super League,2025,22,2025-08-24,12:35,Shandong Taishan,Qingdao West Coast,0.99,1.48,3.0,2.0,1.593,1.6360000000000001,H,1.36,5.34,8.01,,,,,,,,,,
China,Super League,2025,16,2025-08-24,12:35,Beijing Guoan,Wuhan Three Towns,2.52,0.63,4.0,0.0,2.9639999999999995,0.44099999999999995,H,1.34,5.68,8.17,,,,,,,,,,
China,Super League,2025,23,2025-08-29,12:35,Qingdao Hainiu,Henan Songshan Longmen,2.19,1.33,1.0,1.0,1.833,1.2309999999999999,D,2.83,3.95,2.31,,,,,,,,,,
China,Super League,2025,13,2025-08-30,12:35,Chengdu Rongcheng,Shanghai Port,2.4,1.27,4.0,1.0,2.88,1.1889999999999998,H,1.77,4.15,3.86,,,,,,,,,,
China,Super League,2025,23,2025-08-30,12:35,Yunnan Yukun,Changchun Yatai,1.38,0.39,1.0,1.0,1.2659999999999998,0.573,D,1.81,4.32,3.88,,,,,,,,,,
China,Super League,2025,28,2025-08-31,12:35,Wuhan Three Towns,Shanghai Shenhua,1.1,0.84,1.0,0.0,1.07,0.588,H,5.84,4.71,1.4,,,,,,,,,,
China,Super League,2025,2,2025-08-31,12:35,Shandong Taishan,Beijing Guoan,0.89,0.72,6.0,0.0,2.423,0.504,H,2.49,4.35,2.45,,,,,,,,,,
China,Super League,2025,23,2025-08-31,12:35,Shenzhen Xinpengcheng,Meizhou Hakka,2.22,1.08,2.0,0.0,2.154,0.756,H,1.84,3.91,4.12,,,,,,,,,,
China,Super League,2025,12,2025-09-05,12:30,Shanghai Port,Qingdao Hainiu,3.93,1.46,3.0,1.0,3.651,1.322,H,1.34,5.7,8.12,,,,,,,,,,
China,Super League,2025,12,2025-09-05,12:30,Shanghai Shenhua,Qingdao West Coast,1.43,0.18,4.0,0.0,2.2009999999999996,0.126,H,1.36,5.41,8.17,,,,,,,,,,
China,Super League,2025,20,2025-09-08,12:35,Shandong Taishan,Changchun Yatai,1.35,1.21,2.0,1.0,1.545,1.147,H,1.29,5.98,9.36,,,,,,,,,,
China,Super League,2025,20,2025-09-08,12:35,Shanghai Shenhua,Shanghai Port,2.66,0.73,1.0,2.0,2.162,1.111,A,1.8,4.46,3.81,,,,,,,,,,
China,Super League,2025,20,2025-09-08,12:35,Qingdao Hainiu,Yunnan Yukun,2.76,0.81,5.0,1.0,3.4319999999999995,0.867,H,2.57,3.84,2.57,,,,,,,,,,
China,Super League,2025,24,2025-09-12,12:35,Shanghai Port,Yunnan Yukun,4.32,0.42,4.0,2.0,4.224,0.8939999999999999,H,1.27,6.73,8.71,,,,,,,,,,
China,Super League,2025,24,2025-09-12,12:35,Chengdu Rongcheng,Changchun Yatai,1.66,0.35,1.0,0.0,1.462,0.24499999999999997,H,1.11,10.45,22.11,,,,,,,,,,
China,Super League,2025,24,2025-09-12,12:35,Henan Songshan Longmen,Beijing Guoan,3.02,1.15,2.0,0.0,2.714,0.8049999999999999,H,2.64,4.05,2.42,,,,,,,,,,
China,Super League,2025,24,2025-09-12,12:35,Shanghai Shenhua,Shandong Taishan,2.19,1.59,3.0,3.0,2.433,2.013,D,1.3,5.67,9.27,,,,,,,,,,
China,Super League,2025,16,2025-09-13,12:35,Qingdao West Coast,Zhejiang Professional,0.68,1.57,0.0,2.0,0.476,1.6989999999999998,A,2.73,3.74,2.47,,,,,,,,,,
China,Super League,2025,28,2025-09-14,12:35,Dalian Yingbo,Shenzhen Xinpengcheng,3.05,0.42,2.0,1.0,2.735,0.594,H,1.64,4.07,5.38,,,,,,,,,,
China,Super League,2025,24,2025-09-14,12:35,Tianjin Jinmen Tiger,Wuhan Three Towns,1.8,0.53,4.0,0.0,2.46,0.371,H,1.88,3.64,4.26,,,,,,,,,,
China,Super League,2025,25,2025-09-19,12:35,Wuhan Three Towns,Henan Songshan Longmen,2.63,5.22,2.0,5.0,2.441,5.154,A,3.25,4.41,1.98,,,,,,,,,,
China,Super League,2025,23,2025-09-19,13:00,Yunnan Yukun,Dalian Yingbo,1.94,1.24,1.0,1.0,1.658,1.168,D,1.97,4.13,3.44,,,,,,,,,,
China,Super League,2025,25,2025-09-20,12:00,Changchun Yatai,Zhejiang Professional,1.82,1.1,3.0,3.0,2.174,1.67,D,4.54,4.25,1.7,,,,,,,,,,
China,Super League,2025,25,2025-09-20,12:35,Meizhou Hakka,Qingdao West Coast,0.58,1.52,1.0,2.0,0.706,1.6639999999999997,A,2.71,3.54,2.59,,,,,,,,,,
China,Super League,2025,8,2025-09-20,13:00,Qingdao Hainiu,Shandong Taishan,2.63,1.8,2.0,2.0,2.441,1.8599999999999999,D,3.73,3.97,1.92,,,,,,,,,,
China,Super League,2025,25,2025-09-21,11:00,Beijing Guoan,Shanghai Port,2.12,2.11,2.0,3.0,2.084,2.377,A,2.33,4.05,2.76,,,,,,,,,,
China,Super League,2025,25,2025-09-21,12:35,Tianjin Jinmen Tiger,Shenzhen Xinpengcheng,1.4,0.83,1.0,0.0,1.2799999999999998,0.581,H,1.93,3.62,4.04,,,,,,,,,,
China,Super League,2025,25,2025-09-21,13:00,Shanghai Shenhua,Chengdu Rongcheng,1.13,1.96,1.0,1.0,1.091,1.672,D,2.6,3.5,2.71,,,,,,,,,,
China,Super League,2025,25,2025-09-26,11:00,Shanghai Shenhua,Meizhou Hakka,3.95,1.54,6.0,1.0,4.5649999999999995,1.378,H,1.24,6.8,10.04,,,,,,,,,,
China,Super League,2025,25,2025-09-26,12:35,Beijing Guoan,Dalian Yingbo,1.61,1.82,4.0,2.0,2.327,1.874,H,1.52,4.9,5.5,,,,,,,,,,
China,Super League,2025,8,2025-09-26,13:00,Shanghai Port,Wuhan Three Towns,1.16,0.38,3.0,2.0,1.7119999999999997,0.8659999999999999,H,1.21,7.82,10.73,,,,,,,,,,
China,Super League,2025,23,2025-09-26,13:00,Zhejiang Professional,Chengdu Rongcheng,1.46,2.11,3.0,3.0,1.922,2.377,D,3.67,3.78,1.99,,,,,,,,,,
China,Super League,2025,25,2025-09-27,11:00,Changchun Yatai,Qingdao Hainiu,2.54,0.88,2.0,2.0,2.3779999999999997,1.216,D,3.17,3.46,2.3,,,,,,,,,,
China,Super League,2025,13,2025-09-28,12:00,Tianjin Jinmen Tiger,Henan Songshan Longmen,1.1,0.48,1.0,0.0,1.07,0.33599999999999997,H,2.99,3.9,2.23,,,,,,,,,,
China,Super League,2025,25,2025-09-28,12:35,Shenzhen Xinpengcheng,Qingdao West Coast,1.9,1.97,1.0,2.0,1.63,1.979,A,2.59,3.3,2.86,,,,,,,,,,
China,Super League,2025,12,2025-10-05,12:30,Meizhou Hakka,Chengdu Rongcheng,0.46,2.75,0.0,4.0,0.322,3.125,A,9.05,5.93,1.3,,,,,,,,,,
China,Super League,2025,12,2025-10-05,12:30,Shandong Taishan,Zhejiang Professional,1.77,1.94,4.0,2.0,2.439,1.9579999999999997,H,1.74,4.29,4.28,,,,,,,,,,
China,Super League,2025,12,2025-10-05,12:30,Beijing Guoan,Shenzhen Xinpengcheng,1.74,0.33,3.0,1.0,2.118,0.5309999999999999,H,1.23,6.37,13.09,,,,,,,,,,
China,Super League,2025,12,2025-10-05,12:30,Tianjin Jinmen Tiger,Yunnan Yukun,1.33,2.38,0.0,1.0,0.9309999999999999,1.966,A,3.79,3.75,1.96,,,,,,,,,,
China,Super League,2025,20,2025-10-08,12:35,Tianjin Jinmen Tiger,Qingdao West Coast,1.46,0.48,0.0,0.0,1.022,0.33599999999999997,D,2.4,3.51,2.97,,,,,,,,,,
China,Super League,2025,20,2025-10-08,12:35,Zhejiang Professional,Beijing Guoan,2.13,2.15,3.0,4.0,2.391,2.705,A,3.01,3.98,2.19,,,,,,,,,,
China,Super League,2025,20,2025-10-08,12:35,Wuhan Three Towns,Meizhou Hakka,0.82,0.53,1.0,2.0,0.8739999999999999,0.971,A,1.7,4.14,4.69,,,,,,,,,,
China,Super League,2025,26,2025-10-17,11:00,Qingdao Hainiu,Shanghai Port,3.72,2.34,3.0,4.0,3.504,2.838,A,6.35,5.26,1.43,,,,,,,,,,
China,Super League,2025,26,2025-10-17,12:35,Chengdu Rongcheng,Meizhou Hakka,3.86,0.44,3.0,1.0,3.602,0.608,H,1.12,9.89,19.05,,,,,,,,,,
China,Super League,2025,15,2025-10-17,13:00,Qingdao West Coast,Shanghai Shenhua,1.52,3.01,1.0,2.0,1.3639999999999999,2.707,A,7.01,4.96,1.43,,,,,,,,,,
China,Super League,2025,7,2025-10-18,09:00,Shenzhen Xinpengcheng,Beijing Guoan,0.55,0.52,2.0,1.0,0.985,0.6639999999999999,H,4.26,4.27,1.75,,,,,,,,,,
China,Super League,2025,13,2025-10-18,12:35,Zhejiang Professional,Shandong Taishan,1.05,3.59,2.0,2.0,1.335,3.113,D,2.39,4.14,2.64,,,,,,,,,,
China,Super League,2025,6,2025-10-18,13:00,Yunnan Yukun,Tianjin Jinmen Tiger,1.42,1.46,2.0,0.0,1.5939999999999999,1.022,H,1.84,3.77,4.3,,,,,,,,,,
China,Super League,2025,27,2025-10-19,08:30,Dalian Yingbo,Wuhan Three Towns,1.54,0.06,0.0,0.0,1.0779999999999998,0.041999999999999996,D,2.3,3.81,2.93,,,,,,,,,,
China,Super League,2025,27,2025-10-19,12:35,Henan Songshan Longmen,Changchun Yatai,2.25,1.28,2.0,0.0,2.175,0.8959999999999999,H,1.57,4.63,5.18,,,,,,,,,,
China,Super League,2025,28,2025-10-24,12:35,Meizhou Hakka,Yunnan Yukun,1.74,1.55,1.0,4.0,1.518,2.285,A,1.67,4.28,4.38,,,,,,,,,,
China,Super League,2025,19,2025-10-24,12:35,Wuhan Three Towns,Shenzhen Xinpengcheng,1.02,1.08,1.0,2.0,1.014,1.3559999999999999,A,2.27,3.25,3.25,,,,,,,,,,
China,Super League,2025,28,2025-10-25,08:30,Tianjin Jinmen Tiger,Changchun Yatai,3.13,0.64,2.0,2.0,2.791,1.048,D,1.79,3.73,4.29,,,,,,,,,,
China,Super League,2025,15,2025-10-25,12:00,Henan Songshan Longmen,Zhejiang Professional,2.05,1.08,2.0,2.0,2.0349999999999997,1.3559999999999999,D,1.85,4.14,3.61,,,,,,,,,,
China,Super League,2025,6,2025-10-26,07:30,Shandong Taishan,Shanghai Port,1.49,0.79,3.0,1.0,1.9429999999999998,0.853,H,2.91,4.05,2.15,,,,,,,,,,
