competition_code,competition_name,season,updated_at,model_updated_at,timezone,last_completed_match_date,next_fixture_date,matches_played,current_round,total_rounds,model_name,model_version,league_avg_goals
CSL,Chinese Super League,2026,2026-08-29T14:52:57+01:00,2026-08-29T14:52:52+01:00,Europe/London,2026-08-29,2026-09-05,197,18,30,Weighted Poisson on xG with Dixon-Coles Time Decay,v2.8,1.481
